"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
134278,ISL-39,"KCTC 12973, CCUG 54356",1,"Microbulbifer celer",negative
133453,,"CGMCC 1.7063, JCM 15145, CN 85",1,"Microbulbifer donghaiensis",negative
133417,AM134,"KACC 18258, JCM 30400",1,"Microbulbifer echini",negative
468,F-104,"DSM 18651, MBIC 03330",1,"Microbulbifer epialgicus",negative
133864,GY2,"KACC 16189, JCM 17800",1,"Microbulbifer gwangyangensis",negative
134326,,"CCTCC AB 206094, KCTC 12848, YIM 91118",1,"Microbulbifer halophilus",negative
465,,"DSM 11525, ATCC 700072, IRE 31",1,"Microbulbifer hydrolyticus",negative
133869,DD13,"KCTC 23483, JCM 17729",1,"Microbulbifer mangrovi",negative
133655,Y215,"CGMCC 1.10657, JCM 17211",1,"Microbulbifer marinus",negative
130153,TF-17,"DSM 28870, CIP 108504, JCM 12187, KCCM 41774, BCRC 80067",1,"Microbulbifer maritimus",negative
133863,SPO729,"KCCM 42667, JCM 14507",1,"Microbulbifer pacificus",negative
140862,Cs16b,"CECT 8799, DSM 28920",1,"Microbulbifer rhizosphaerae",negative
469,CC-LN1-12,"DSM 24146, CCM 7856, LMG 26125",1,"Microbulbifer taiwanensis",negative
466,,"DSM 19189, JCM 14709, JAMB A94",1,"Microbulbifer thermotolerans",negative
133474,Ni-2088,"MBIC 01082, ATCC 700307",1,"Microbulbifer variabilis",negative
133656,Y226,"CGMCC 1.10658, JCM 17212",1,"Microbulbifer yueqingensis",negative
132342,S3Af-1,"DSM 100019, CGMCC 4.7306, JCM 31774",1,"Microlunatus endophyticus",negative
133406,CS4,"JCM 30711, ATCC BAA 2724",1,"Micropepsis pineolensis",negative
7203,5420S-16,"DSM 21343, KACC 12744, NBRC 106137",1,"Microvirga aerilata",negative
7204,5420S-12,"DSM 21344, KACC 12743, NBRC 106136",1,"Microvirga aerophila",negative
132877,SV2184P,"DSM 25393, KCTC 23864, NRRL B-24874",1,"Microvirga arabica",negative
166372,3D203,"CGMCC 1.17691, KCTC 72653",1,"Microvirga arsenatis",negative
133490,25B,"CGMCC 1.7666, JCM 15710",1,"Microvirga guangxiensis",negative
131253,,"DSM 28906, HAMBI 3237, LMG 26455, WSM 3557, CB 1322",1,"Microvirga lotononidis",negative
133752,Lut6,"LMG 26460, HAMBI 3236",1,"Microvirga lupini",negative
133326,V5/3M,"LMG 29787, RCAM 02728",1,"Microvirga ossetica",negative
133322,R491,"KEMB 9005-408, KACC 18969, NBRC 112417",1,"Microvirga soli",negative
131254,,"DSM 28907, CB 1298, HAMBI 3238, LMG 26454, WSM 3693",1,"Microvirga zambiensis",negative
133292,L6,"KEMB 2255-471, JCM 31223",1,"Microvirgula curvata",negative
159812,SY3-15,"MCCC 1K03467, KCTC 62335",1,"Minwuia thermotolerans",negative
166379,HWN-4,"LMG 28685, KTCC 42483",1,"Mitsuaria chitinivorans",negative
134139,3001,"IAM 14711, ATCC BAA 476, JCM 21276, NBRC 102408",1,"Mitsuaria chitosanitabida",negative
158764,HZ7,"JCM 31671, CCTCC AB 2014353",1,"Mitsuaria noduli",negative
5012,1400/07,"DSM 22759, LMG 25383",1,"Mixta calida",negative
5013,A18/07,"DSM 22758, LMG 25382",1,"Mixta gaviniae",negative
206,"SV 175, SV 17J","DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658",1,"Mobiluncus mulieris",negative
134260,LIT2,"CCUG 52917, CIP 109206",1,"Modicisalibacter tunisiensis",negative
140166,784B1_12E-Caso,"DSM 29388, CIP 110830, LMG 28502",1,"Moheibacter stercoris",negative
140420,C7,"DSM 100241, LMG 28800",1,"Monaibacterium marinum",negative
132419,,"DSM 27929, CCTCC AB 2012966, YIM 4-4",0,"Mongoliibacter ruber",negative
133993,JC165,"KCTC 32210, LMG 27255",1,"Mongoliicoccus alkaliphilus",negative
133760,,"ACCC 05511, KCTC 19808, MIM 28",1,"Mongoliicoccus roseus",negative
140704,MIMtkB18,"KCTC 42635, MCCC 1K00571, DSM 109489",1,"Mongoliimonas terrestris",negative
133707,,"ACCC 05421, KCTC 23224, MIM 18",1,"Mongoliitalea lutea",negative
8173,237T,"DSM 21142, ATCC BAA 1259, CCUG 52049, CIP 109558",1,"Moraxella bovoculi",negative
8174,248-01,"DSM 22804, CCUG 54913, CECT 7295",1,"Moraxella pluranimalium",negative
8175,SN9-4M,"DSM 25326, CCUG 54912, CECT 7294",1,"Moraxella porci",negative
8213,,"DSM 23760, JCM 14759, KCCM 42845, KCTC 10814, ArB 0140",1,"Moritella dasanensis",negative
133346,YH6,"KCTC 42594, MCCC 1H00122",1,"Motilimonas eburnea",negative
159834,C34,"MCCC 1K03462, KCTC 62319",1,"Motiliproteus coralliicola",negative
158597,TAPP7,"BCRC 80976, LMG 29556, KCTC 52238",1,"Mucilaginibacter amnicola",negative
133679,GG-w14,"KCTC 23250, NCAIM B02415",1,"Mucilaginibacter angelicae",negative
133251,S14-88,"CCTCC AB 2015321, KCTC 52232",1,"Mucilaginibacter antarcticus",negative
140863,PR0008K,"KACC 17938, NBRC 111539",1,"Mucilaginibacter carri",negative
166131,MAH-19,"KACC 19745, CGMCC 1.13657",1,"Mucilaginibacter corticis",negative
140683,N60A,"KCTC 52404, NRRL B-65396",1,"Mucilaginibacter craterilacus",negative
133441,,"KCTC 12639, LMG 23488, Jip 10",1,"Mucilaginibacter daejeonensis",negative
156203,DR-f4,"CCUG 60717, KCTC 23359, JCM 16601, KACC 14556, KACC {14556, UCCCB33",1,"Mucilaginibacter dorajii",negative
133196,TTM-2,"BCRC 80785, LMG 28455, KCTC 42274",1,"Mucilaginibacter fluminis",negative
133604,Ft22,"ATCC BAA 1854, LMG 25359",1,"Mucilaginibacter frigoritolerans",negative
140568,PP-F2F-G47,"CCM 8711, CIP 111182, LMG 29767, DSM 103633",1,"Mucilaginibacter galii",negative
166292,F01003,"KCTC 62991, CCTCC AB 2019023",1,"Mucilaginibacter gilvus",negative
133595,Gh-67,"NCIMB 14470, KCTC 22380",1,"Mucilaginibacter gossypii",negative
133596,Gh-48,"NCIMB 14471, KCTC 22379",1,"Mucilaginibacter gossypiicola",negative
14133,TPT18,"DSM 18602, ATCC BAA 1391, VKM B-2447",1,"Mucilaginibacter gracilis",negative
134002,YC7003,"KACC 15532, JCM 17705",1,"Mucilaginibacter gynuensis",negative
133797,DR-9,"KACC 16469, NBRC 108839",1,"Mucilaginibacter herbaticus",negative
166098,ZR32,"KCTC 62193, CCTCC AB 2017285",1,"Mucilaginibacter hurinus",negative
133884,YC7004,"KACC 16571, NBRC 108856",1,"Mucilaginibacter jinjuensis",negative
134361,SCK,"NBRC 102645, KCTC 22227",1,"Mucilaginibacter kameinonensis",negative
133602,ANJLI2,"ATCC BAA 1855, LMG 25358",1,"Mucilaginibacter lappiensis",negative
133750,BR-18,"KCTC 23697, CCUG 61484",1,"Mucilaginibacter litoreus",negative
133691,BR-3,"KCTC 23461, CCUG 60742",1,"Mucilaginibacter lutimaris",negative
133603,MP1X4,"ATCC BAA 1856, LMG 25360",1,"Mucilaginibacter mallensis",negative
14135,B9,"DSM 19975",1,"Mucilaginibacter oryzae",negative
14134,TPT56,"DSM 18603, ATCC BAA 1394, VKM B-2446",1,"Mucilaginibacter paludis",negative
158582,BXN5-31,"KACC 14957, JCM 17085",1,"Mucilaginibacter panaciglaebae",negative
133142,TBZ30,"KCTC 42833, CCTCC AB 2015301",1,"Mucilaginibacter pedocola",negative
133144,PP-F2F-G21,"DSM 100995, CCM 8625, CIP 110921, LMG 29118",1,"Mucilaginibacter phyllosphaerae",negative
140514,,"KCTC 12641, LMG 23495, Gsoil 032",1,"Mucilaginibacter pocheonensis",negative
133681,,"KACC 15075, NBRC 107757, DRP 28",1,"Mucilaginibacter polysacchareus",negative
133386,NH7-4,"JCM 30607, CGMCC 1.14937",1,"Mucilaginibacter psychrotolerans",negative
133195,"WS 71","KCTC 32270, JCM 19495",1,"Mucilaginibacter puniceus",negative
133527,WPCB133,"KCTC 12534, NBRC 101115",1,"Mucilaginibacter rigui",negative
140897,TTM-1,"LMG 28454, KCTC 42273",1,"Mucilaginibacter roseus",negative
140679,EF23,"CGMCC 1.15913, KCTC 52516",1,"Mucilaginibacter rubeus",negative
133911,SMS-12,"KCTC 32111, CCUG 62214",1,"Mucilaginibacter sabulilitoris",negative
133738,R9-65,"CCTCC AB 2010331, NRRL B-59458",1,"Mucilaginibacter soli",negative
140778,,"LMG 29437, CCM 8645",1,"Mucilaginibacter terrae",negative
166238,ZH6,"CCTCC AB 2018373, KCTC 72075",1,"Mucilaginibacter terrenus",negative
133460,XM-003,"CCTCC AB 207094, KCTC 22437",1,"Mucilaginibacter ximonensis",negative
132970,yx-36,"DSM 26809, CCTCC AB 2012880",1,"Mucilaginibacter yixingensis",negative
134114,,"ATCC BAA 1009, ACM 5223, HRI I17",1,"Mucispirillum schaedleri",negative
159692,"25C, TLL-A4","DSM 108194, KCTC 15770",1,"Muribaculum gordoncarteri",negative
131536,YL27,"DSM 28989, KCTC 15537",1,"Muribaculum intestinale",negative
166220,GCL-11,"MCCC 1A11649, KCTC 52432",1,"Muricauda amoyensis",negative
24031,Ar-22,"DSM 26351, CGMCC 1.12174, JCM 18450",1,"Muricauda taeanensis",negative
133699,SW-63,"KCCM 41646, JCM 11811, CIP 108790",1,"Muricauda aquimarina",negative
133724,BB-My12,"KCTC 23501, CCUG 60800",1,"Muricauda beolgyonensis",negative
5744,A11,"DSM 22638, KCTC 22665",1,"Muricauda flava",negative
133698,SW-62,"KCCM 41645, JCM 11812, CIP 108791",1,"Muricauda flavescens",negative
166284,176CP4-71,"KACC 19889, LMG 31033",1,"Muricauda hymeniacidonis",negative
158733,3PC125-7,"MCCC 1A03198, KCTC 52318",1,"Muricauda indica",negative
159871,L2,"CCTCC AB 2017193, KCTC 62196",1,"Muricauda iocasae",negative
133488,CC-HSB-11,"BCRC 17850, KCTC 22339",1,"Muricauda lutaonensis",negative
133397,CSW06,"CGMCC 1.15761, JCM 31455, KCTC 52375, MCCC 1K03195",1,"Croceivirga lutea",negative
134341,SMK-108,"KCTC 22173, CCUG 55324",1,"Muricauda lutimaris",negative
140527,H19-56,"KCTC 52374, MCCC 1K03196, JCM 31456, CGMCC 1.15774",1,"Muricauda marina",negative
166526,SM1704,"KCTC 62797, MCCC 1K03557",1,"Muricauda nanhaiensis",negative
133485,"5KCCM90075, CL-SS4","JCM 15563, KCCM 90075",1,"Muricauda olearia",negative
5619,B1,"DSM 13258, KCTC 12948, LMG 19739",1,"Muricauda ruestringensis",negative
133943,105,"KACC 16195, JCM 17757",1,"Muricauda taeanensis",negative
24030,12C25,"DSM 25030, CGMCC 1.11028, MCCC 1F01096",1,"Muricauda zhangzhouensis",negative
5740,EM44,"DSM 21206, KCTC 22299",1,"Muriicola jejuensis",negative
1977,,"DSM 19003, CIP 109454, HKI 456",1,"Mycetohabitans endofungorum",negative
1976,,"DSM 19002, CIP 109453, HKI 454",1,"Mycetohabitans rhizoxinica",negative
140847,B1-EB,"JCM 30646, LMG 28693, NBRC 110909",1,"Mycoavidus cysteinexigens",negative
140231,"ST 57","DSM 25251, ATCC BAA 2401",1,"Mycoplasmopsis ciconiae",negative
24032,IM13,"DSM 26542, NBIMCC 8736",1,"Myroides guanonis",negative
5623,JS-08,"DSM 23048, JCM 16529, KCTC 23023, CIP 110392",1,"Myroides marinus",negative
134199,SM1,"IAM 15337, KCTC 12661, CCUG 55494, CIP 109324, JCM 21782, NBRC 102469",1,"Myroides pelagicus",negative
5624,MY15,"DSM 23313, LMG 25566, JCM 17139",1,"Myroides phaeus",negative
133894,ZLM-10,"CCTCC AB 208222, KCTC 23983",1,"Nafulsella turpanensis",negative
133765,DPG-25,"KCTC 23702, CCUG 61485, KCTC 23702T",1,"Namhaeicola litoreus",negative
158619,MNa11734,"DSM 104509, NCCB 100618",1,"Nannocystis konarekensis",negative
132586,"JW/NM-HA 15","DSM 23470",1,"Natrarchaeobaculum aegyptiacum",negative
140647,5-3,"IBRC-M 11063, LMG 29247",1,"Natrinema soli",negative
133573,YSM-123,"JCM 16328, CECT 7565",1,"Natronoarchaeum mannanilyticum",negative
131258,294-194-5,"DSM 27208, CECT 7630, JCM 16593",1,"Natronoarchaeum philippinense",negative
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,"Natronobacterium texcoconense",negative
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,"Natronomonas moolapensis",negative
134191,7-3,"CGMCC 1.4299, JCM 13488",1,"Natronorubrum aibiense",negative
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,"Natronorubrum sediminis",negative
134219,AD2,"CGMCC 1.6307, JCM 14089",1,"Natronorubrum sulfidifaciens",negative
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,"Natronospira proteinivora",negative
140782,BSker2,"JCM 31342, UNIQEM U1009",1,"Natronotalea proteinilytica",negative
10431,PH1209,"DSM 21157, JCM 15390",1,"Nautilia abyssi",negative
133549,MB-1,"DSM 22087, JCM 15746",1,"Nautilia nitratireducens",negative
10430,AmH,"DSM 18972, ATCC BAA 1463",1,"Nautilia profundicola",negative
17206,,"DSM 21255, CCUG 56017, CIP 109806, ADV 07/08/06-B-1388, AIP 149.07",1,"Negativicoccus succinicivorans",negative
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,"Neiella marina",negative
10493,"CL 191/78, Vandamme R-24680","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228",1,"Neisseria animaloris",negative
140279,KH1503,"DSM 103136, ATCC TSD-57",1,"Neisseria arctica",negative
158278,93087,"DSM 104677, LMG 30012",1,"Neisseria dumasiana",negative
132625,AP2031,"DSM 101846, CCUG 68283, LMG 29261",1,"Neisseria musculi",negative
23151,6332,"DSM 25276, LMG 26725",1,"Neisseria oralis",negative
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,"Neisseria shayeganii",negative
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,"Neisseria wadsworthii",negative
166180,10022,"DSM 103441, CGMCC 1.15732",1,"Neisseria weixii",negative
10494,"CL 194/78, Vandamme R-24681","DSM 21643, ATCC 29859, CDC D5986, LMG 23012, NCTC 12230",1,"Neisseria zoodegmatis",negative
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,"Neobacillus vireti",negative
7141,GR1,"DSM 15528, ATCC BAA 740",1,"Neomegalonema perideroedes",negative
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,"Neorhizobium alkalisoli",negative
166100,24NR,"ACCC 61588, JCM 33731",1,"Neorhizobium lilium",negative
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,"Neorhizobium vignae",negative
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,"Neptunicella marina",negative
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,"Neptunicoccus sediminis",negative
134208,,"CECT 7075, CCUG 52065, MED 92",1,"Neptuniibacter caesariensis",negative
133696,antisso-13,"LMG 25378, BCRC 80079",1,"Neptuniibacter halophilus",negative
11283,S3-22,"DSM 22306, CCTCC AB 209086, KACC 14056",1,"Neptunomonas antarctica",negative
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,"Neptunomonas concharum",negative
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,"Neptunomonas japonica",negative
133855,P10-2-4,"CGMCC 1.10971, KCTC 23686",1,"Neptunomonas qingdaonensis",negative
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,"Nereida ignava",negative
140783,BV-35,"NCAIM B 02606, DSM 29786",1,"Nesterenkonia pannonica",negative
17661,GR15-1,"DSM 19509, KACC 11703",1,"Nevskia soli",negative
17662,KIS13-15,"DSM 25747, JCM 15425, KACC 12736",1,"Nevskia terrae",negative
140513,RP-2,"JCM 30952, KACC 18623",1,"Niabella aquatica",negative
17758,R2A15-11,"DSM 17617, CIP 109580, KACC 11698",1,"Niabella aurantiaca",negative
24735,E90,"CCUG 62505, DSM 25811, CCM 8410, LMG 26954",1,"Niabella drilacis",negative
133448,GR10-1,"KACC 13021, JCM 15444, NBRC 106414",1,"Niabella ginsengisoli",negative
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,"Niabella hibiscisoli",negative
24734,E96,"DSM 25812, CCM 8411, LMG 26956, CCUG 62507",1,"Niabella hirudinis",negative
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,"Niabella pedocola",negative
17759,JS13-8,"DSM 19437, KACC 12604",1,"Niabella soli",negative
133520,,"LMG 24661, HAMBI 3031, CCBAU 05354",1,"Niabella yanshanensis",negative
133253,THG-YS3.2.1,"KCTC 52084, CCTCC AB 2015356",1,"Niastella hibisci",negative
17756,GR20-10,"DSM 17620, KACC 11465",1,"Niastella koreensis",negative
133537,THYL-44,"CCTCC AB 208238, KCTC 22560",1,"Niastella populi",negative
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,"Niastella vici",negative
17757,GR20-13,"DSM 17621, KACC 11466",1,"Niastella yeongjuensis",negative
134053,GCR0103,"KACC 16453, JCM 17927",1,"Nibrella saemangeumensis",negative
134054,GYR3121,"KACC 16447, JCM 17925",1,"Nibrella viscosa",negative
134066,GSR3061,"KACC 16450, JCM 17917",1,"Nibribacter koreensis",negative
166361,BT10,"KCTC 62607, NBRC 114383",1,"Nibribacter ruber",negative
141099,MME-018,"KCCM 43135, JCM 30752",1,"Nioella aestuarii",negative
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,"Nioella sediminis",negative
13946,DR41_21,"DSM 18348, CIP 109265, OOB 129",1,"Nisaea denitrificans",negative
13947,DR41_18,"DSM 19540, CIP 109601, OOB 128",1,"Nisaea nitritireducens",negative
10423,E9I37-1,"DSM 16511, JCM 12458",1,"Nitratifractor salsuginis",negative
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,"Nitratireductor aestuarii",negative
11871,NL21,"DSM 15645, ATCC BAA 762, JCM 21793, CGMCC 1.8928, IAM 15348",1,"Nitratireductor aquibiodomus",negative
134362,J3,"KCTC 22119, JCM 14935",1,"Nitratireductor basaltis",negative
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,"Nitratireductor indicus",negative
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,"Nitratireductor kimnyeongensis",negative
133275,GSS14,"KCTC 52186, MCCC 1K02481",1,"Nitratireductor lacus",negative
166310,SY7,"KCTC 72110, MCCC 1K03723",1,"Nitratireductor mangrovi",negative
10424,MI55-1,"DSM 16512, JCM 12459",1,"Nitratiruptor tergarcus",negative
141100,ZV-19,"DSM 29817, NCAIM B.02612, NCAIM B 02612",1,"Nitrincola alkalilacustris",negative
140898,MEB087,"KCTC 42948, JCM 19317",1,"Nitrincola alkalisediminis",negative
11284,4CA,"DSM 16316, ATCC BAA 920",1,"Nitrincola lacisaponensis",negative
141101,R4-8,"DSM 100788, NCAIM B.02626",1,"Nitrincola schmidtii",negative
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,"Nitritalea halalkaliphila",negative
159828,MY1,"JCM 31640, KCTC 4249",1,"Nitrosarchaeum koreense",negative
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",negative
158605,41640,"CGMCC 1.12980, LMG 28363",1,"Niveispirillum lacus",negative
133119,6-4,"KACC 18808, JCM 31525",1,"Niveitalea solisilvae",negative
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,"Nocardioides immobilis",negative
133117,OITF-31,"KCTC 52502, NBRC 112459",1,"Nonlabens aestuariivivens",negative
5723,DSW-6,"DSM 17205, KCTC 12402",1,"Nonlabens dokdonensis",negative
134174,CKA-5,"NBRC 100970, LMG 23247",1,"Nonlabens tegetincola",negative
134161,UST030701-156,"NRRL B-41138, JCM 13191",1,"Nonlabens spongiae",negative
134154,UST030701-324,"NRRL B-41136, JCM 12886, NBRC 101533",1,"Nonlabens tegetincola",negative
5724,SW256,"DSM 16809, NCIMB 14027",1,"Nonlabens xylanidelens",negative
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,"Notoacmeibacter marinus",negative
11370,SUEMI08,"DSM 24251, CECT 7839, LMG 26150",1,"Noviherbaspirillum aurantiacum",negative
140483,,"JCM 17723, DSM 25787, TSA 66",1,"Noviherbaspirillum autotrophicum",negative
11371,SUEMI03,"DSM 24250, CECT 7838, LMG 26151",1,"Noviherbaspirillum canariense",negative
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,"Noviherbaspirillum denitrificans",negative
133958,CC-AFH3,"BCRC 80516, JCM 18414",1,"Noviherbaspirillum malthae",negative
24271,PB1,"DSM 26001, LMG 27282",1,"Noviherbaspirillum psychrotolerans",negative
11372,SUEMI10,"DSM 24276, CECT 7840, LMG 26149",1,"Noviherbaspirillum soli",negative
166370,Poly41,"DSM 103145, VKM B-3437",1,"Novipirellula artificiosorum",negative
166409,Q31b,"DSM 103929, LMG 29701",1,"Novipirellula aureliae",negative
166410,"Pla52o, Pla52Original","DSM 103357, LMG 29744",1,"Novipirellula galeiformis",negative
14164,"FSW 06-204d","DSM 19966, CCM 7496, CCUG 55538",1,"Novosphingobium acidiphilum",negative
23268,FNE08-86,"DSM 25088, CCM 7983",1,"Novosphingobium aquaticum",negative
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,"Novosphingobium arvoryzae",negative
23265,LL02,"DSM 25411, CCM 7980",1,"Novosphingobium barchaimii",negative
133280,STM-24,"BCRC 80925, LMG 29291, KCTC 42984",1,"Novosphingobium bradum",negative
141008,164,"CICC 11035s, DSM 103351",1,"Novosphingobium clariflavum",negative
140931,Teta.03,"LMG 27385, KCTC 32255",1,"Novosphingobium colocasiae",negative
140632,UCM-28,"KACC 18571, NBRC 111647",1,"Novosphingobium flavum",negative
140948,STM-14,"LMG 29290, KCTC 42983, BCRC 80924",1,"Novosphingobium fontis",negative
23266,FNE08-7,"DSM 25065, CCM 7978, CCUG 61508",1,"Novosphingobium fuchskuhlense",negative
133078,SA925,"DSM 32207, GDMCC 1.1110",1,"Novosphingobium guangzhouense",negative
141002,R1-4,"KACC 19094, JCM 31879",1,"Novosphingobium humi",negative
14165,H25,"DSM 23608, CGMCC 1.6784, LMG 24713, MCCC 1A01080",1,"Novosphingobium indicum",negative
140737,Tese-5,"BCRC 80904, LMG 28838, KCTC 42656",1,"Novosphingobium ipomoeae",negative
14153,MT1,"DSM 13663, CCUG 45847, CIP 108698",1,"Novosphingobium lentum",negative
23267,,"DSM 25409, CCM 7976, LE 124",0,"Novosphingobium lindaniclasticum",negative
133226,THG-DN6.20,"KACC 18541, CCTCC AB 2015354",1,"Novosphingobium lotistagni",negative
14162,SM117,"DSM 23374, CCM 7473, MTCC 9020",1,"Novosphingobium mathurense",negative
166517,,"KCTC 52672, CCTCC AB 2017010, SYSU G00007",1,"Novosphingobium meiothermophilum",negative
140811,D39,"KEMB 9005-346, KACC 18593, JCM 31158",1,"Novosphingobium naphthae",negative
141144,ZYY112,"ACCC 06131, JCM 30537, DSM 29082, BCRC 81083",1,"Novosphingobium oryzae",negative
14163,SM16,"DSM 22890, CCM 7472, MTCC 9019",1,"Novosphingobium panipatense",negative
14152,US6-1,"CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454, NCIMB 14244",1,"Novosphingobium pentaromativorans",negative
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,"Novosphingobium piscinae",negative
23264,HU1-AH51,"DSM 27057, KCTC 22311, LMG 24320",1,"Novosphingobium sediminicola",negative
14166,CC-TPE-1,"DSM 22821, CCM 7706, CCUG 58493",1,"Novosphingobium soli",negative
14155,,"DSM 17507, AS 1.3432, JCM 12465, CCUG 56308, BCRC 80740, CGMCC 1.3432, CIP 108789",1,"Novosphingobium taihuense",negative
14280,SW150,"DSM 16222, KCTC 12231, CIP 108792",1,"Novosphingopyxis baekryungensis",negative
134324,TDMA-5,"NBRC 102579, CCUG 54348",1,"Nubsella zeaxanthinifaciens",negative
132595,B4199,"DSM 100830, CCUG 67636",1,"Oblitimonas alkaliphila",negative
132351,277,"DSM 25168, LMG 26948",1,"Occallatibacter riparius",negative
132353,A2-1c,"DSM 25170, LMG 26946",1,"Occallatibacter savannae",negative
133449,P24,"CCTCC AB 208226, LMG 24626, MCCC 1A02083",1,"Oceanibaculum indicum",negative
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,"Oceanibaculum nanhaiense",negative
14022,LMC2up-L3,"DSM 22161, CCTCC AB 209059, LMG 24859, MCCC 1A02656",1,"Oceanibaculum pacificum",negative
133775,GISW-4,"LMG 25723, BCRC 80207",1,"Oceanicaulis stylophorae",negative
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,"Oceanicella actignis",negative
13685,,"DSM 15982, HTCC 2516",1,"Oceanicola granulosus",negative
4160,E-2,"DSM 18311, JCM 14040",1,"Oceanidesulfovibrio marinus",negative
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,"Oceaniglobus ichthyenteri",negative
141105,1-19b,"MCCC 1A11863, KCTC 52709",1,"Oceaniglobus indicus",negative
132996,S9-10,"DSM 28133, CGMCC 1.12628, LMG 28074",1,"Oceanihabitans sediminis",negative
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,"Oceanimonas marisflavi",negative
164179,StC1,"JCM 32050, KACC 19231",1,"Oceaniradius stylonematis",negative
11295,L+SNo03319806,"DSM 19503, LMG 24225",1,"Oceaniserpentilla haliotis",negative
133770,V1-41,"CCUG 58690, KCTC 23013, NBRC 106171",1,"Oceanisphaera arctica",negative
159702,AMac2203,"KCTC 62118, JCM 32207",1,"Oceanisphaera avium",negative
292,BL1,"DSM 17589, KCTC 12522",1,"Oceanisphaera donghaensis",negative
156141,T-w6,"CCUG 60525, KCTC 23422",1,"Oceanisphaera ostreae",negative
293,TW92,"DSM 25666, JCM 17329, KACC 15117",1,"Oceanisphaera sediminis",negative
14319,R1,"DSM 2029, ATCC 27000",1,"Oceanispirochaeta litoralis",negative
140412,SY2,"DSM 104770, KCTC 15593, KEMB 3001-381",1,"Oceanispirochaeta sediminicola",negative
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,"Oceanivirga salmonicida",negative
18136,OCT74,"DSM 24906, JCM 15580, LMG 24865",1,"Oceanotoga teriensis",negative
1878,,"DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331, JCM 21032, CCUG 24695, CIP 149.70, IAM 14119, IFO 15819, NBRC 15819, NCTC 12168",1,"Brucella anthropi",negative
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,"Brucella cytisi",negative
166136,BO-7,"KACC 19676, LMG 30809",1,"Ochrobactrum soli",negative
158523,RA1-3,"KCTC 42605, CECT 8868",1,"Octadecabacter ascidiaceicola",negative
133178,HDSW-34,"KCTC 52250, NBRC 112296, DSM 107946",1,"Octadecabacter ponticola",negative
134112,B106,"ATCC PTA-3625, CNCM I-3225",1,"Odoribacter denticanis",negative
12521,,"DSM 22474, JCM 16069, YIT 12061, KCTC 15133",1,"Odoribacter laneus",negative
