"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
6615,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115, JCM 15954",1,"Lactobacillus kalixensis",positive
133577,,"KCTC 12976, JCM 15530, DCY 51",1,"Secundilactobacillus kimchicus",positive
6627,"Ch-J-2-11, S1-99","CCUG 53874, CIP 108218, DSM 16761, JCM 1039, KCTC 3155, BCRC 17387, LMG 23133",1,"Lactobacillus kitasatonis",positive
166161,220-4,"NCIMB 15163, CCM 8902, KCTC 21136",1,"Levilactobacillus lindianensis",positive
166155,112-3,"NCIMB 15174, CCM 8909, KCTC 21123, LMG 31049",1,"Levilactobacillus mulengensis",positive
141152,313,"NBRC 112868, BCRC 81020",1,"Companilactobacillus musae",positive
134061,11102,"LMG 27192, NCIMB 14833, JCM 30919",1,"Paucilactobacillus nenjiangensis",positive
158390,Bb203,"DSM 102188, ACCC 19955",1,"Lactobacillus panisapium",positive
159797,5,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,"Lactobacillus paragasseri",positive
6489,1517,"DSM 23907, CRBIP 24.76, KCTC 21048, JCM 18989",1,"Lactobacillus pasteurii",positive
159748,,"KCTC 21090, NBRC 112917, SG 816",1,"Lactobacillus porci",positive
24141,MYMRS/TLU1,"DSM 24759, CCM 7945, KCTC 21049",1,"Lactobacillus rodentium",positive
166328,R7,"BCRC 81127, NBRC 113530",1,"Companilactobacillus suantsaicola",positive
166329,R19,"BCRC 81129, NBRC 113532",1,"Levilactobacillus suantsaiihabitans",positive
6690,"FI RDI 006","DSM 21401, BCRC 17755, CIP 110030, JCM 18086",1,"Lactobacillus taiwanensis",positive
166159,137-3,"NCIMB 15170, CCM 8907, KCTC 21125, LMG 31053",1,"Levilactobacillus tangyuanensis",positive
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,"Companilactobacillus metriopterae",positive
166157,218-10,"NCIMB 15167, CCM 8905, KCTC 21135, LMG 31055",1,"Levilactobacillus tongjiangensis",positive
6619,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1,"Lactobacillus ultunensis",positive
166149,HBUAS52074,"GDMCC 1.1417, KCTC 21106",1,"Companilactobacillus zhachilii",positive
166162,187-3,"NCIMB 15172, CCM 8910",1,"Loigolactobacillus zhaoyuanensis",positive
159832,SYF10-1a,"KACC 18726, NBRC 112011",1,"Lactobacilus nuruki",positive
166279,1JSPR-7,"KACC 19319, NBRC 113068",1,"Lactococcus allomyrinae",positive
14709,,"CIP 109874, DSM 22330, CCUG 55099, KCTC 13185, CAU 28, JCM 17100",1,"Lactococcus chungangensis",positive
134042,516,"NBRC 109475, BCRC 80576, JCM 31966, LMG 29105",1,"Lactococcus formosensis",positive
132638,BSN307,"DSM 100577, KCTC 21083, MCC 2824",1,"Lactococcus formosensis subsp. bovis",positive
158748,159469,"LMG 30040, DSM 104842",1,"Lactococcus petauri",positive
166304,2DFWM-2,"KACC 19320, NBRC 113069",1,"Lactococcus protaetiae",positive
158388,Rs-Y01,"DSM 105715, JCM 32106",1,"Lactococcus reticulitermitis",positive
133905,0905C15,"NBRC 109049, BCRC 80460, JCM 32014",1,"Lactococcus taiwanensis",positive
158433,NtB2,"DSM 107259, JCM 32569",1,"Lactococcus termiticola",positive
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101",1,"Lapidilactobacillus concavus",positive
6302,R-AC-013,"DSM 18607, KCTC 19200, JCM 15623, NBRC 106263, NCIMB 14544",1,"Lapillicoccus jejuensis",positive
6588,B5M10,"DSM 14340, JCM 11249, CCUG 47133, CCM 7144, CIP 107633, KCTC 3797, LMG 21669, NCIMB 14046, CIP 07633",1,"Latilactobacillus fuchuensis",positive
6602,"R 14b/a","DSM 15831, CCUG 31331, CIP 105422, JCM 11031, KCTC 3802, BCRC 17500, CECT 5766, KCTC 5053, LMG 17302, NBRC 107868",1,"Latilactobacillus sakei subsp. carnosus",positive
132579,"CCF-01, X1036","DSM 45743, CCUG 66657, CC 2884",1,"Lawsonella clevelandensis",positive
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,"Lawsonibacter asaccharolyticus",positive
158285,NEAU-A2,"DSM 104541, CGMCC 4.7405",1,"Lentzea rhizosphaerae",positive
1212,MB800,"DSM 15595, LMG 17892",1,"Lederbergia galactosidilytica",positive
1236,"MB 1669, R-6760","DSM 17057, CIP 109042, LMG 22866",1,"Lederbergia ruris",positive
133477,SPC-20,"NCCB 100227, LMG 24541, JCM 17020",1,"Leifsonia antarctica",positive
7343,,"DSM 19322, KCTC 19268, MSL 27, JCM 16949, CIP 109937",1,"Leifsonia bigeumensis",positive
133476,KFC-22,"NCCB 100216, LMG 24362, JCM 17021",1,"Leifsonia kafniensis",positive
7346,TG-S248,"DSM 23871, JCM 15679, LMG 24767",1,"Leifsonia soli",positive
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,"Lentibacillus halodurans",positive
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, TISTR 1549, NCIMB 14363",1,"Lentibacillus halophilus",positive
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,"Lentibacillus jeotgali",positive
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,"Lentibacillus juripiscarius",positive
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544",1,"Lentibacillus kapialis",positive
1361,BH260,"DSM 16462, KCTC 3915",1,"Lentibacillus lacisalsi",positive
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,"Lentibacillus lipolyticus",positive
166345,G56,,1,"Lentibacillus panjinensis",positive
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,"Lentibacillus persicus",positive
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,"Lentibacillus populi",positive
1360,"BH139, 4.101","DSM 16459, KCTC 3911, CIP 108797",1,"Lentibacillus salarius",positive
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,"Lentibacillus salinarum",positive
1366,"BH113, 14.101","DSM 16817, KCTC 3936",1,"Lentibacillus salis",positive
140768,0W14,"KCTC 33835, MCCC 1H00171",1,"Lentibacillus sediminis",positive
6643,,"DSM 18382, JCM 14108, NRIC 0676",1,"Lentilactobacillus farraginis",positive
6644,,"DSM 18390, JCM 14109, NRIC 0677",1,"Lentilactobacillus parafarraginis",positive
6702,,"DSM 24302, JCM 17472, YIT 12364",1,"Lentilactobacillus senioris",positive
13313,"LM 036","DSM 44796, IMSNU 50388, KCTC 9948, JCM 10975, BCRC 16959, CGMCC 4.1702, CGMCC 4.2093",1,"Lentzea albidocapillata subsp. violacea",positive
13305,C61,"DSM 45479, CGMCC 4.5536, NRRL B-24706, JCM 17492",1,"Lentzea atacamensis",positive
140311,,"DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394, SYSU K10001",1,"Lentzea cavernae",positive
13306,C68,"DSM 45480, CGMCC 4.5535, NRRL B-24707, JCM 17493",1,"Lentzea atacamensis",positive
13304,Z6,"DSM 45099, CGMCC 4.3506, JCM 14205, NBRC 106318",1,"Lentzea fradiae",positive
164639,PSKA42,"JCM 33729, MCC 4127, MTCC 12936",1,"Lentzea indica",positive
24445,NJ2035,"DSM 45680, JCM 31207, KCTC 29057, NRRL B-24881",1,"Lentzea nigeriaca",positive
158291,,"DSM 108672, CGMCC 4.7319, KCTC 39694, DHS C021",1,"Lentzea pudingi",positive
13307,C81,"DSM 45481, CGMCC 4.5537, NRRL B-24708, JCM 17494",1,"Lentzea roselyniae",positive
158659,"NEAU-LZC 7","CCTCC AA 2017027, JCM 32384, DSM 105695",1,"Lentzea soli",positive
159642,"NEAU-LZS 42","DSM 105696, CGMCC 4.7428, JCM 32385",1,"Lentzea terrae",positive
13303,R24,"DSM 45081, CGMCC 4.3525, JCM 15473, NBRC 106319",1,"Lentzea xinjiangensis",positive
7358,"Sj 10","DSM 22806, CCM 7705, CCUG 58488, JCM 17972",1,"Leucobacter aerolatus",positive
7349,"F-8, TISTR1515; F-8","DSM 17379, IAM 14851, TISTR 1515, CCUG 50213, JCM 12888, CIP 108569, LMG 22845, NBRC 103070",1,"Leucobacter albus",positive
7355,MM2LB,"DSM 19883, LMG 24399, JCM 17022",1,"Leucobacter chironomi",positive
140645,2C-7,"CFCC 11901, KCTC 39643",1,"Leucobacter corticis",positive
132479,T14,"DSM 28968, JCM 30245",1,"Leucobacter holotrichiae",positive
7351,40,"DSM 17402, CIP 108831, JCM 14736",1,"Leucobacter iarius",positive
158508,924/12,"DSM 101948, CCM 8761",1,"Leucobacter muris",positive
140839,06C10-3-11,"CFCC 12199, KCTC 39685",1,"Leucobacter populi",positive
140342,A2,"DSM 104477, JCM 19316, KACC 17571",1,"Leucobacter ruminantium",positive
132119,M1-8,"DSM 103340, JCM 16362, KACC 21127",1,"Leucobacter salsicius",positive
7354,"K 70/01","DSM 19811, LMG 24388, JCM 16030",1,"Leucobacter tardus",positive
158382,JW-1,"DSM 105188, LMG 30083",1,"Leucobacter triazinivorans",positive
7391,S27,"DSM 20621, CCM 8762, JCM 32600",1,"Leucobacter weissii",positive
6839,,"DSM 21478, CCUG 54536, LMG 23990, JCM 16942, NCIMB 14555",1,"Leuconostoc holzapfelii",positive
6837,IH003,"DSM 15101, KCTC 3774, JCM 17833, CECT 7026, CIP 108081, LMG 22919, NRIC 0562",1,"Leuconostoc inhae",positive
140557,DRC1506,"JCM 31787, KCCM 43249, BCRC 81165",1,"Leuconostoc mesenteroides subsp. jonggajibkimchii",positive
6841,M2,"DSM 25624, JCM 17445, KACC 15353",1,"Leuconostoc miyukkimchii",positive
6840,,"DSM 21144, LMG 24510, TMW 2.694, JCM 16944",1,"Leuconostoc palmae",positive
6842,535,"DSM 20241, ATCC 9135, CCM 1851, CIP 110051, LMG 8159, NCDO 522, NCIMB 6992, WDCM 00108, CCUG 1521, JCM 30910, ATCC 14935, BCRC 14012, BCRC 16062, CECT 8146, IFO 3426, KACC 17730, NBRC 3426, NCDO 797, NCTC 6992, NRRL B-523",1,"Leuconostoc suionicum",positive
6661,R-19065,"CCUG 50162, DSM 19394, CCM 7240, LMG 22200, JCM 15949, BCRC 80774, CIP 108702, NBRC 107156",1,"Levilactobacillus acidifarinae",positive
6655,"14, Bb14","DSM 20054, ATCC 14869, NCDO 1749, WDCM 00099, CCUG 30670, JCM 1059, BCRC 12187, CCM 3805, CECT 4121, CIP 102806, KCTC 3498, LMG 6906, LMG 7944, NBRC 107147, NCFB 1749, NCIMB 11973, NRIC 1638, NRRL B-4527, VTT E-91458",1,"Levilactobacillus brevis",positive
140403,2301,"DSM 100836, TUM BP 140423000-2250",1,"Levilactobacillus cerevisiae",positive
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,"Levilactobacillus hammesii",positive
24128,N16,"DSM 27983, JCM 16448, KCTC 13530, DCY 50, BCRC 81078",1,"Levilactobacillus koreensis",positive
6667,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612, BCRC 80773, NBRC 107158",1,"Levilactobacillus namurensis",positive
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,"Levilactobacillus paucivorans",positive
6679,L13,"DSM 21775, NBRC 103853, TISTR 1847",1,"Levilactobacillus senmaizukei",positive
164731,L88,"JCM 34120, BCRC 12945, NBRC 113535",1,"Levilactobacillus suantsaii",positive
130365,THK-V8,"DSM 29216, JCM 18023, KACC 16236, BCRC 81079",1,"Levilactobacillus yonginensis",positive
6660,R-18615,"DSM 19395, CCM 7241, LMG 22198, CCUG 50163, JCM 15957, BCRC 80776, CIP 108703, NBRC 107157",1,"Levilactobacillus zymae",positive
6646,ASB1,"DSM 16634, CIP 108913, JCM 16172, NCIMB 14359",1,"Ligilactobacillus apodemi",positive
6677,142-2,"DSM 22408, CCUG 53626, CECT 7185, JCM 15609, CIP 109847, KCTC 5852",1,"Ligilactobacillus ceti",positive
6604,,"DSM 15833, ATCC BAA 261, CCUG 47129, CIP 107382, JCM 10991, KCTC 13921, YIT 0455",1,"Ligilactobacillus equi",positive
24137,"AFL 13-2","DSM 23956, CIP 110788, JCM 17300",1,"Ligilactobacillus faecis",positive
6675,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13, KCTC 5851",1,"Ligilactobacillus hayakitensis",positive
24127,E100301,"DSM 28122, KCTC 13174, NBRC 103219, RIFY 6501, JCM 18084, CIP 110289",1,"Ligilactobacillus pobuzihii",positive
6612,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087, JCM 15955, NBRC 107826",1,"Ligilactobacillus saerimneri",positive
6613,Kx146A4,"DSM 16041, CCUG 48456, CIP 109960, LMG 22111, JCM 15950",1,"Limosilactobacillus antri",positive
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,"Limosilactobacillus caviae",positive
6678,,"DSM 18793, JCM 14505, NRIC 0697, CIP 109834",1,"Limosilactobacillus equigenerosi",positive
6617,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873, JCM 15952",1,"Limosilactobacillus gastricus",positive
6609,KR3,"CIP 107876, KCTC 3800, DSM 15946, CCUG 45722, LMG 20380, JCM 12531",1,"Limosilactobacillus ingluviei",positive
6669,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1,"Limosilactobacillus secaliphilus",positive
132632,,"DSM 102030, CGMCC 4.7224, EGI 80537",1,"Lipingzhangella halophila",positive
6691,,"DSM 21051, CECT 7355, IMCC 1736, JCM 16869",1,"Liquorilactobacillus aquaticus",positive
6681,R-34119,"DSM 21116, LMG 24285",1,"Liquorilactobacillus cacaonum",positive
6680,,"DSM 19910, BCRC 17811, JCM 15044, YIT 11306, LMG 29533",1,"Liquorilactobacillus capillatus",positive
6657,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1,"Liquorilactobacillus ghanensis",positive
6672,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1,"Liquorilactobacillus hordei",positive
6676,59b,"DSM 19972, CECT 7334, JCM 18036",1,"Liquorilactobacillus oeni",positive
6621,,"DSM 16230, NRIC 0604, CCUG 52399, JCM 12392, CIP 109882, NCIMB 14549",1,"Liquorilactobacillus satsumensis",positive
6692,,"DSM 21376, JCM 15457, NRIC 0736",1,"Liquorilactobacillus sucicola",positive
158391,ES106,"DSM 105474, CIP 111400, CLIP 2016/00682",1,"Listeria costaricensis",positive
158422,"88L, ILCC801","DSM 29886, KCTC 33909, MCC 3285, LCC 801",1,"Listeria goaensis",positive
6880,,"DSM 23813, ATCC BAA 1595, BEIR NR 9579, CCUG 56148, FSL S4-120",1,"Listeria marthii",positive
6881,,"DSM 22097, CIP 109804, CCUG 59857, Allerberger 700284/02, CLIP 2007/00563",1,"Listeria rocourtiae",positive
158452,CLIP2015/00305,"DSM 107638, CIP 111635, CLIP 2015/00305",1,"Listeria thailandensis",positive
23078,"WS 4560","DSM 24698, LMG 26374",1,"Listeria weihenstephanensis",positive
1282,"BA288, 18.101","DSM 16976, CIP 110635, KCTC 3947",1,"Litchfieldia alkalitelluris",positive
158491,"Hls M16-52, HIsM16-52","DSM 109838, NBRC 12290, TBRC 7759, NBRC 112290",1,"Litorihabitans aurantiacus",positive
6642,L-1062,"DSM 18080, JCM 18665, LMG 23555",1,"Loigolactobacillus backii",positive
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,"Loigolactobacillus iwatensis",positive
131528,MT10-315-CC-1.2-2,"DSM 29487, KCTC 15536",1,"Longibaculum muris",positive
24460,,"DSM 46696, CGMCC 4.5737, NBRC 107726, TRM 46004",1,"Longimycelium tulufanense",positive
140772,NEAU-PCY-3,"CCTCC AA 2017017, DSM 105119, JCM 33577",1,"Longispora urticae",positive
17887,R19-04,"DSM 22413, NBRC 105647",1,"Luteimicrobium subarcticum",positive
140065,W-15,"DSM 105782, JCM 18090, KCTC 19882",1,"Luteimicrobium xylanilyticum",positive
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,"Luteipulveratus mongoliensis",positive
2870,,"DSM 19022, NBRC 102133, EBR 46",1,"Lutispora thermophila",positive
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,"Lysinibacillus alkalisoli",positive
1538,10a,"DSM 17140, ATCC BAA 1146, IAM 15262, JCM 21713, CIP 109652, NBRC 103108",1,"Lysinibacillus boronitolerans",positive
166376,,"KCTC 43130, CGMCC 1.17492, SYSU K30005",1,"Lysinibacillus cavernae",positive
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,"Lysinibacillus contaminans",positive
1521,"AMNH 732","DSM 2898, ATCC 7055, JCM 31033, NRS 350, JCM 12229, BCRC 15907, CCUG 28888, IFO 15717, IFO 3528, KCTC 3454, LMG 9816, NBRC 15717, NBRC 3528, NRRL NRS-350, VTT E-011945",1,"Lysinibacillus fusiformis",positive
1537,34hs-1,"DSM 18869, ATCC PTA-4993, CIP 108263, KCTC 3961, NBRC 100172, NRRL B-30641",1,"Lysinibacillus odysseyi",positive
23762,,"DSM 24784, JCM 18776, KCTC 13795, NCCP 54",1,"Lysinibacillus pakistanensis",positive
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144, JCM 18861",1,"Lysinibacillus parviboronicapiens",positive
23757,N2-5,"DSM 23810, KCTC 13837",0,"Lysinibacillus sp.",positive
130208,"K3514, K3514T","DSM 25877, CCTCC AB 2012050, KCTC 33042",0,"Lysinibacillus sphaericus",positive
140558,S5H2222,"MCC 3065, KACC 18714, LMG 29294",1,"Lysinibacillus telephonicus",positive
1540,XDB9,"DSM 23493, CCUG 57438, KCTC 13423",1,"Lysinibacillus xylanilyticus",positive
141007,HT7-17,"NBRC 112286, TBRC 7037",1,"Demequina sediminis",positive
133868,SGM3-12,"KACC 13362, NBRC 107106",1,"Lysinimonas soli",positive
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,"Macellibacteroides fermentans",positive
133084,"KM 45013","DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,"Macrococcus canis",positive
17993,"50-1 BON","DSM 15567, CIP 107919",1,"Mahella australiensis",positive
2740,M1,"DSM 5387, ATCC 49637",1,"Maledivibacter halophilus",positive
140578,S3Cf-2,"DSM 100693, CGMCC 4.7299",1,"Mangrovihabitans endophyticus",positive
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,"Marihabitans asiaticum",positive
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652, NBRC 110046",1,"Marinactinospora thermotolerans",positive
158395,KSS164-79,"DSM 104943, CCM 8749, CIP 111345, LMG 30062",1,"Marinicrinis lubricantis",positive
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,"Marinilactibacillus piezotolerans",positive
132434,,"DSM 28728, JCM 30097, KCTC 29482, YIM 2617",1,"Mariniluteicoccus endophyticus",positive
24644,,"DSM 45789, CCTCC AB 2012052, YIM M11385",1,"Marininema halotolerans",positive
24643,,"DSM 45610, CCTCC AA 2011006, SCSIO 10219",1,"Marininema mesophilum",positive
140293,59.4M,"DSM 102940, JCM 31103",1,"Marinisporobacter balticus",positive
157905,TPS16,"DSM 46825, TBRC 5138",1,"Marinitenerispora sediminis",positive
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,"Marinococcus halotolerans",positive
1371,,"DSM 23126, KCTC 13214, YIM 91094, CCTCC AA 208014",1,"Marinococcus luteus",positive
23735,SR-1,"DSM 28023, CECT 8130, LMG 26930",1,"Marinococcus tarijensis",positive
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,"Marisediminicola antarctica",positive
11086,SST-45,"DSM 21547, CIP 109645, JCM 13812, NRRL B-24464",1,"Marmoricola aequoreus",positive
11087,MSL-05,"DSM 19426, KCTC 19287, NBRC 105376, MSL 05, JCM 15624",1,"Marmoricola bigeumensis",positive
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,"Marmoricola endophyticus",positive
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,"Marmoricola ginsengisoli",positive
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,"Marmoricola mangrovicus",positive
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,"Marmoricola pocheonensis",positive
158712,S20-100,"LMG 30008, DSM 104694",1,"Marmoricola silvestris",positive
16788,"EX, NariEX","DSM 45474, CCUG 59620",1,"Melghirimyces algeriensis",positive
23327,,"DSM 45787, CCTCC AA 2012007, NBRC 109068, SCSIO 11153",1,"Melghirimyces profundicolus",positive
24645,"11A, Nari11A","DSM 45514, CCUG 60050",1,"Melghirimyces thermohalophilus",positive
140531,,"KCTC 15482, JCM 30748, BR 31",1,"Merdimonas faecis",positive
22925,B48,"DSM 25386, CECT 8001, IBRC-M 10115",1,"Mesobacillus persicus",positive
1255,SF-1,"DSM 18680, JCM 14380, FERM P-15431",1,"Mesobacillus selenatarsenatis",positive
140266,JJ-247,"DSM 103964, CCM 8726, LMG 29876",1,"Mesobacillus zeae",positive
1296,BFLP-1,"DSM 21539, LMG 24668",1,"Metabacillus galliciensis",positive
23710,E33,"DSM 25387, IBRC-M 10095",1,"Metabacillus halosaccharovorans",positive
1232,"D-1,5a","DSM 16534, CCM 7228",1,"Metabacillus herbersteinensis",positive
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,"Metabacillus indicus",positive
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,"Metabacillus iocasae",positive
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,"Metabacillus litoralis",positive
1243,4T19,"DSM 17723, CIP 109816, KACC 11279, JCM 16399",1,"Metabacillus niabensis",positive
22933,"WS 4626, G 4051","DSM 25057, LMG 26643",0,"Metasolibacillus meyeri",positive
24156,"JH-1, JH1","DSM 25824, JCM 18376, KCTC 4102",1,"Methanobrevibacter boviskoreani",positive
18149,B10,"DSM 25720, CSUR P135, JCM 31472",1,"Methanomassiliicoccus luminyensis",positive
23082,RMAS,"DSM 23052, JCM 16532, NBRC 106236",1,"Methanothermobacter tenebrarum",positive
7449,"CC-SBCK 209","DSM 21798, CCM 7686, CIP 110690, CCUG 58051, JCM 18705",1,"Microbacterium agarici",positive
158383,,"DSM 104474, CGMCC 1.15794, KCTC 39990, SYSU D8007",1,"Microbacterium album",positive
7464,N5,"DSM 24221, CCM 7881, CIP 110689, JCM 30491",1,"Microbacterium amylolyticum",positive
7439,JS54-2,"DSM 19713, CIP 110688, KCTC 19124, JCM 15625",1,"Microbacterium aquimaris",positive
133183,JF-6,"MTCC 11843, JCM 30060, KCTC 39828",1,"Microbacterium aureliae",positive
7452,AI-S262,"DSM 23848, JCM 15681, KCTC 19668, LMG 24772",1,"Microbacterium azadirachtae",positive
7445,,"DSM 19164, CIP 101303, NBRC 110787, JCM 16365",1,"Microbacterium binotii",positive
164317,NEAU-LLE,"JCM 32662, CCTCC AA 2018025",1,"Microbacterium bovistercoris",positive
158586,,"CPCC 204619, KCTC 39991, SYSU D8014",1,"Microbacterium deserti",positive
132664,RZ63,"DSM 27101, CECT 8355",1,"Microbacterium diaminobutyricum",positive
132660,,"DSM 27232, CGMCC 1.15152, KCTC 39554, YIM 101168",1,"Microbacterium faecale",positive
7429,,"DSM 18659, KCTC 19189, Gsoil 259, JCM 15304",1,"Microbacterium ginsengisoli",positive
7455,,"DSM 24823, JCM 15516, KCTC 19526, DCY 37, NBRC 110802",1,"Microbacterium ginsengiterrae",positive
158442,,"DSM 106431, CGMCC 1.16264, YJYP 303, KCTC 49100",1,"Microbacterium halophytorum",positive
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013",1,"Microbacterium halotolerans",positive
7432,FCC-01,"DSM 19179, JCM 14558",1,"Microbacterium hatanonis",positive
7450,"CC-012309, CC-12309","CCUG 58052, DSM 21799, CCM 7687, JCM 18706",1,"Microbacterium humi",positive
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,"Microbacterium hydrocarbonoxydans",positive
7463,"SK 18","DSM 24662, JCM 14034, MTCC 7185",1,"Microbacterium immunditiarum",positive
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,"Microbacterium indicum",positive
7447,DS-66,"DSM 23024, CCUG 54523, KCTC 19247, JCM 19115",1,"Microbacterium insulae",positive
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,"Microbacterium invictum",positive
7428,JS53-2,"DSM 18332, CCUG 50754, CIP 108696, KCTC 19074, JCM 15305, NBRC 110803",1,"Microbacterium koreense",positive
7442,,"DSM 19265, KCTC 19269, MSL 04, JCM 16950",1,"Microbacterium kribbense",positive
23104,ViU22,"DSM 25044, ATCC BAA 2396, CCUG 62198, CIP 110791, NBRC 110788",1,"Microbacterium lemovicicum",positive
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,"Microbacterium lindanitolerans",positive
7433,SC-087B,"DSM 19459, CCUG 54537, JCM 15576",1,"Microbacterium luticocti",positive
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,"Microbacterium marinilacus",positive
7456,M4-8,"DSM 24780, JCM 16363, KACC 21129, NBRC 109971",0,"Microbacterium mitrae",positive
7465,01-Gi-001,"DSM 22178, CCM 7640, JCM 30494",1,"Microbacterium murale",positive
7425,TNJL143-2,"DSM 17277, ATCC BAA 1032, CIP 108753, JCM 12611",1,"Microbacterium natoriense",positive
7466,7087,"DSM 24985, ACCC 03008, JCM 19553",1,"Microbacterium neimengense",positive
7420,,"DSM 16091, NCIMB 14003, BAS 69, JCM 14341, CIP 108712, IAM 15236, NBRC 103075",1,"Microbacterium oleivorans",positive
23103,MB10,"DSM 23396, CIP 110793, JCM 16837",1,"Microbacterium oryzae",positive
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,"Microbacterium oxydans",positive
7427,US15,"DSM 16915, KCTC 19080, JCM 14308, NCIMB 14545, CIP 109197",1,"Microbacterium paludicola",positive
131322,,"DSM 100921, JCM 17839, KCTC 19884, DCY 56",1,"Microbacterium panaciterrae",positive
7444,Shh49,"DSM 22239, CGMCC 1.6777, CIP 109927, JCM 14840",1,"Microbacterium profundi",positive
7451,"CC-005209, CC-5209","DSM 22185, CCM 7688, CCUG 58053, JCM 18707",1,"Microbacterium pseudoresistens",positive
7454,,"DSM 25564, CCTCC M208212, NRRL B-24799, GIMN 1.002",1,"Microbacterium radiodurans",positive
132246,,"DSM 103406, JCM 30598, KCTC 39529, DCY 100",1,"Microbacterium rhizomatis",positive
24188,K-1,"DSM 28107, NBRC 108778, NCIMB 14782",1,"Microbacterium saccharophilum",positive
7435,YM10-847,"DSM 18905, CIP 109809, JCM 15577, MBIC 08264",1,"Microbacterium sediminicola",positive
