,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
4742,OL799260,positive,151935,False,37.138,DNA,186,38.7096774193548,61.2903225806452,85.92819297726,22
4743,OL799259,positive,19390,False,35.09,DNA,22,50.0,50.0,95.9102630221764,0
4744,OL799258,positive,151389,False,36.827,DNA,194,40.2061855670103,59.7938144329897,89.8770716498557,23
4745,OL799257,positive,40790,False,34.656,DNA,64,62.5,37.5,91.5592056876685,0
4746,OL799256,positive,41680,False,34.595,DNA,68,35.2941176470588,64.7058823529412,91.1516314779271,0
4747,OM373561,positive,41107,False,35.155,DNA,58,93.1034482758621,6.89655172413793,94.2905101320943,0
4748,OM373560,positive,16895,False,28.139,DNA,17,64.7058823529412,35.2941176470588,95.2648712636875,0
4749,OM373559,positive,43755,False,36.327,DNA,59,93.2203389830508,6.77966101694915,93.4384641755228,0
4750,OM373558,positive,38381,False,36.229,DNA,57,94.7368421052632,5.26315789473684,93.303978531044,0
4751,OM373557,positive,148313,False,30.386,DNA,237,72.9957805907173,27.0042194092827,89.2470653280562,4
4752,OM373556,positive,35555,False,35.832,DNA,56,100.0,0.0,95.5983687245113,0
4753,OM373555,positive,84555,False,37.225,DNA,93,92.4731182795699,7.52688172043011,90.9455384069541,1
4754,OM373554,positive,42714,False,35.375,DNA,68,92.6470588235294,7.35294117647059,94.5638432364096,0
4755,OM373553,positive,26100,False,36.027,DNA,33,100.0,0.0,92.6781609195402,0
4756,OM373552,positive,38285,False,34.925,DNA,55,89.0909090909091,10.9090909090909,92.9188977406295,0
4757,OM373551,positive,38198,False,34.947,DNA,56,89.2857142857143,10.7142857142857,94.3243101733075,0
4758,OM373550,positive,17344,False,35.563,DNA,23,100.0,0.0,97.0018450184502,0
4759,OM373549,positive,92077,False,30.35,DNA,131,61.0687022900763,38.9312977099237,89.7335925366813,5
4760,OM373548,positive,153381,False,30.668,DNA,231,75.7575757575758,24.2424242424242,84.6454254438294,1
4761,MW119570,positive,41487,False,66.831,DNA,59,96.6101694915254,3.38983050847458,94.800780967532,0
4762,KY565347,positive,47718,False,45.547,DNA,75,100.0,0.0,91.2171507607192,0
4763,GU169904,positive,147303,False,45.827,DNA,212,60.377358490566,39.622641509434,90.9682762740745,25
4764,KX349325,negative,174137,False,39.511,DNA,207,98.0676328502416,1.93236714975845,95.3065689658143,5
4765,KX349324,negative,176285,False,39.556,DNA,203,98.0295566502463,1.97044334975369,94.9173213829878,5
4766,KX349322,negative,174142,False,39.507,DNA,207,98.0676328502416,1.93236714975845,95.3210598247407,5
4767,KX349321,negative,174353,False,39.505,DNA,205,98.0487804878049,1.95121951219512,95.1988207831239,5
4768,KX349320,negative,174352,False,39.558,DNA,207,97.1014492753623,2.89855072463768,95.8239653115536,5
4769,KX349319,negative,173817,False,39.583,DNA,206,97.5728155339806,2.42718446601942,95.9635708820196,5
4770,KX349317,negative,174193,False,39.563,DNA,204,97.5490196078431,2.45098039215686,95.7495421744846,5
4771,KX349316,negative,174353,False,39.558,DNA,207,97.1014492753623,2.89855072463768,95.9163306625065,5
4772,KX349315,negative,174046,False,39.569,DNA,204,97.5490196078431,2.45098039215686,95.7442285372832,5
4773,KX349314,negative,174351,False,39.539,DNA,207,97.1014492753623,2.89855072463768,95.7677329066079,5
4774,KX349312,negative,174790,False,39.573,DNA,207,97.1014492753623,2.89855072463768,96.0678528519938,5
4775,KX349311,negative,176183,False,39.548,DNA,206,98.0582524271845,1.94174757281553,95.1856876089066,5
4776,KX349309,negative,174204,False,39.571,DNA,203,97.5369458128079,2.46305418719212,95.5609515280935,5
4777,KX349308,negative,175190,False,39.561,DNA,204,98.0392156862745,1.96078431372549,95.1361379074148,5
4778,KX349307,negative,173821,False,39.578,DNA,208,97.1153846153846,2.88461538461538,96.1822794714103,5
4779,MN022787,positive,109654,False,39.087,DNA,163,28.8343558282209,71.1656441717791,87.0009301986248,22
4780,MK658834,positive,44384,False,34.046,DNA,67,89.5522388059701,10.4477611940298,93.6553713049748,0
4781,MK689364,negative,276734,True,43.173,DNA,284,86.6197183098592,13.3802816901408,95.1476869484776,1
4782,MK310226,negative,55145,False,65.273,DNA,81,71.6049382716049,28.3950617283951,93.9541209538489,1
4783,MF431617,negative,40163,False,47.023,DNA,54,53.7037037037037,46.2962962962963,94.0044319398451,0
4784,MF431616,negative,40907,False,47.816,DNA,53,52.8301886792453,47.1698113207547,93.8274622925172,0
4785,MF716957,negative,6945,False,61.253,ss-DNA,12,91.6666666666667,8.33333333333333,84.3196544276458,0
4786,MF278336,negative,47631,False,40.761,DNA,50,100.0,0.0,96.5862568495308,0
4787,KF766114,positive,148317,False,30.386,DNA,237,72.9957805907173,27.0042194092827,89.2446584005879,4
4788,KC139519,positive,59746,False,56.556,DNA,72,62.5,37.5,94.058179627088,0
4789,KC139512,positive,59454,False,56.442,DNA,72,34.7222222222222,65.2777777777778,94.3990311837723,0
4790,OM681334,negative,44530,False,71.619,DNA,61,68.8524590163934,31.1475409836066,96.5483943408938,0
4791,OM283127,negative,61182,False,65.436,DNA,75,84.0,16.0,94.7468209604132,1
4792,MT350292,positive,40712,False,50.145,DNA,51,100.0,0.0,90.0029475338966,0
4793,JX100809,negative,219216,True,66.073,DNA,336,66.0714285714286,33.9285714285714,91.4764433253047,28
4794,JX100813,negative,215710,True,66.153,DNA,334,68.562874251497,31.437125748503,91.5831440359742,28
4795,JX100814,negative,223720,True,66.105,DNA,344,67.1511627906977,32.8488372093023,91.2301090649025,28
4796,JX194239,positive,136326,False,30.038,DNA,188,21.8085106382979,78.1914893617021,87.271686985608,0
4797,OL770263,negative,42093,False,39.137,DNA,48,100.0,0.0,92.0034209963652,0
4798,OL770261,negative,165480,False,36.717,DNA,247,16.1943319838057,83.8056680161943,94.6615905245347,9
4799,OL770259,negative,166964,False,36.756,DNA,247,17.8137651821862,82.1862348178138,94.372439567811,7
4800,OL741432,negative,167727,False,35.425,DNA,266,15.4135338345865,84.5864661654135,92.7996088882529,11
4801,OL741431,negative,58354,False,46.948,DNA,63,25.3968253968254,74.6031746031746,90.2714466874593,0
4802,OM892879,negative,54921,False,60.678,DNA,76,30.2631578947368,69.7368421052632,92.7677937400994,0
4803,OM716005,negative,41404,False,50.862,DNA,53,100.0,0.0,90.8825234276881,0
4804,OM519319,negative,46532,False,50.239,DNA,48,58.3333333333333,41.6666666666667,93.1101177684174,0
4805,OM256482,negative,41261,False,50.185,DNA,51,100.0,0.0,89.3070938658782,0
4806,OL473597,negative,177834,False,43.313,DNA,218,0.917431192660551,99.0825688073395,95.8545609950853,6
4807,OL702939,negative,161350,False,54.162,DNA,269,75.4646840148699,24.5353159851301,93.6919739696312,23
4808,OM681507,positive,157403,False,44.597,DNA,202,35.1485148514851,64.8514851485149,92.2028169729929,4
4809,MW722083,negative,39565,False,48.988,DNA,49,71.4285714285714,28.5714285714286,90.7974219638569,1
4810,MW722080,negative,60982,False,56.987,DNA,79,60.7594936708861,39.2405063291139,93.7588140762848,1
4811,OM475435,negative,48850,False,49.785,DNA,62,64.5161290322581,35.4838709677419,85.1177072671443,0
4812,OM418627,negative,43452,False,50.999,DNA,58,70.6896551724138,29.3103448275862,85.0179508423087,0
4813,OM418626,negative,47326,False,50.08,DNA,61,65.5737704918033,34.4262295081967,85.880911127076,0
4814,OM418625,negative,46148,False,50.286,DNA,58,65.5172413793103,34.4827586206897,85.1867903267747,0
4815,OM046629,negative,44727,False,46.518,DNA,74,62.1621621621622,37.8378378378378,91.9645851499095,0
4816,OM046628,negative,30280,False,51.255,DNA,42,80.9523809523809,19.047619047619,91.0303830911493,0
4817,OM046627,negative,33247,False,49.701,DNA,45,84.4444444444444,15.5555555555556,90.1073781093031,0
4818,OM046626,negative,29546,False,50.609,DNA,40,87.5,12.5,92.1546063764977,0
4819,OM046625,negative,43849,False,47.025,DNA,69,65.2173913043478,34.7826086956522,91.4456430021209,0
4820,OM046624,negative,36481,False,46.367,DNA,45,82.2222222222222,17.7777777777778,90.8281022998273,0
4821,OM046623,negative,44784,False,47.039,DNA,69,63.768115942029,36.231884057971,91.338424437299,0
4822,OM046622,negative,44903,False,46.93,DNA,70,64.2857142857143,35.7142857142857,91.75778901187,0
4823,OM046621,negative,43849,False,47.02,DNA,69,65.2173913043478,34.7826086956522,91.4456430021209,0
4824,OM732337,negative,43008,False,54.897,DNA,56,32.1428571428571,67.8571428571429,95.5915178571429,0
4825,OM732336,negative,42815,False,55.011,DNA,55,30.9090909090909,69.0909090909091,95.4408501693332,0
4826,OM621816,negative,71070,False,62.806,DNA,110,57.2727272727273,42.7272727272727,95.3651329674968,0
4827,OM810255,negative,41222,False,50.883,DNA,66,69.6969696969697,30.3030303030303,93.452525350541,0
4828,OM687893,negative,49066,False,50.611,DNA,75,76.0,24.0,90.3191619451351,0
4829,OM687892,negative,48519,False,57.112,DNA,60,61.6666666666667,38.3333333333333,96.1108019538737,0
4830,OM799543,negative,43479,False,49.267,DNA,49,100.0,0.0,94.8319878562064,0
4831,OK349507,negative,58457,False,46.364,DNA,85,41.1764705882353,58.8235294117647,90.8548163607438,1
4832,OK349506,negative,42854,False,49.109,DNA,48,100.0,0.0,94.5559341018341,0
4833,OM471864,negative,45188,False,37.351,DNA,82,85.3658536585366,14.6341463414634,92.8388067628574,0
4834,OM339548,positive,42378,False,49.644,DNA,62,25.8064516129032,74.1935483870968,92.043041200623,0
4835,OM367911,positive,156613,False,44.722,DNA,203,35.4679802955665,64.5320197044335,92.2752261945049,3
4836,OM304856,positive,45086,False,33.48,DNA,70,87.1428571428571,12.8571428571429,92.0241316594952,0
4837,OL799328,negative,40671,False,52.962,DNA,46,0.0,100.0,91.1411079147304,0
4838,OM194190,negative,40222,False,53.411,DNA,47,100.0,0.0,92.8894634776988,0
4839,OM194189,negative,40386,False,53.209,DNA,46,100.0,0.0,91.9774179171,0
4840,OM194188,negative,40699,False,53.154,DNA,49,97.9591836734694,2.04081632653061,92.3757340475196,0
4841,OL657228,negative,42931,False,50.798,DNA,62,61.2903225806452,38.7096774193548,89.1057743821481,2
4842,OL657227,negative,47075,False,50.054,DNA,61,67.2131147540984,32.7868852459016,85.3637812002124,0
4843,OL657226,negative,47993,False,50.199,DNA,60,70.0,30.0,85.0561540224616,0
4844,OL870319,negative,165805,False,39.601,DNA,275,14.9090909090909,85.0909090909091,94.6509453876542,16
4845,OL870318,negative,170051,False,39.401,DNA,280,15.3571428571429,84.6428571428571,94.2628976013078,16
4846,OL870317,negative,169163,False,35.323,DNA,273,15.7509157509158,84.2490842490842,94.5608673291441,10
4847,OL870316,negative,166367,False,35.43,DNA,265,15.8490566037736,84.1509433962264,94.5644268394574,11
4848,OM210019,positive,43696,False,49.54,DNA,64,29.6875,70.3125,92.1503112413036,0
4849,CP062454,positive,42534,False,34.135,DNA,61,93.4426229508197,6.55737704918033,94.5478910988856,0
4850,CP062451,positive,43194,False,33.965,DNA,65,90.7692307692308,9.23076923076923,94.5200722322545,0
4851,CP062447,positive,43956,False,32.992,DNA,62,85.4838709677419,14.5161290322581,85.5446355446356,0
4852,CP062445,positive,39181,False,34.269,DNA,60,86.6666666666667,13.3333333333333,91.238100099538,0
4853,CP062444,positive,44566,False,33.418,DNA,63,88.8888888888889,11.1111111111111,91.4419063860342,0
4854,CP062442,positive,45361,False,33.615,DNA,65,89.2307692307692,10.7692307692308,92.3127797006239,0
4855,CP062436,positive,43869,False,32.957,DNA,67,14.9253731343284,85.0746268656716,86.432332626684,0
4856,CP062435,positive,39181,False,34.269,DNA,60,86.6666666666667,13.3333333333333,91.238100099538,0
4857,CP062434,positive,44566,False,33.418,DNA,63,88.8888888888889,11.1111111111111,91.4419063860342,0
4858,CP062430,positive,44872,False,32.722,DNA,65,84.6153846153846,15.3846153846154,85.7639507933678,0
4859,CP062427,positive,43078,False,33.931,DNA,65,7.69230769230769,92.3076923076923,91.6198523608338,0
4860,CP062426,positive,41529,False,33.704,DNA,65,89.2307692307692,10.7692307692308,91.2230007946254,0
4861,CP062422,positive,43478,False,34.56,DNA,67,89.5522388059701,10.4477611940298,93.1781590689544,0
4862,CP062462,positive,42844,False,34.95,DNA,65,93.8461538461538,6.15384615384615,93.8637848940342,0
4863,CP062461,positive,45676,False,33.267,DNA,66,89.3939393939394,10.6060606060606,92.6679218845783,0
4864,CP062457,positive,40081,False,34.273,DNA,61,86.8852459016393,13.1147540983607,91.0531174371897,0
4865,MZ447863,negative,40325,False,48.317,DNA,54,94.4444444444444,5.55555555555556,92.0793552386857,0
4866,JN192401,positive,42123,False,34.755,DNA,65,92.3076923076923,7.69230769230769,95.4419200911616,0
4867,JN192400,positive,43581,False,34.726,DNA,75,89.3333333333333,10.6666666666667,94.9886418393337,0
4868,MW900438,negative,40271,False,43.989,DNA,52,59.6153846153846,40.3846153846154,95.3241786893795,0
4869,MZ334528,negative,35270,False,64.278,DNA,68,80.8823529411765,19.1176470588235,91.582081088744,0
4870,MZ334527,negative,42293,False,51.063,DNA,70,74.2857142857143,25.7142857142857,90.5208899817937,1
4871,MZ334526,negative,36603,False,60.793,DNA,67,98.5074626865672,1.49253731343284,94.107040406524,0
4872,MZ334525,negative,63301,False,49.713,DNA,102,59.8039215686275,40.1960784313725,83.0618789592582,3
4873,MZ334524,negative,104681,False,56.902,DNA,155,47.741935483871,52.258064516129,92.2354582015839,1
4874,MZ334523,negative,102319,False,58.271,DNA,164,49.390243902439,50.609756097561,91.6428033893998,1
4875,MZ334522,negative,56593,False,62.022,DNA,92,41.304347826087,58.695652173913,86.2456487551464,1
4876,MZ334521,negative,61934,False,55.85,DNA,96,37.5,62.5,89.7148577518003,1
4877,MZ334520,negative,71672,False,59.376,DNA,96,42.7083333333333,57.2916666666667,86.6684339770064,2
4878,MZ334519,negative,71672,False,59.377,DNA,96,42.7083333333333,57.2916666666667,86.6684339770064,2
4879,MZ334518,negative,71449,False,59.872,DNA,99,42.4242424242424,57.5757575757576,88.5456759366821,1
4880,MZ334517,negative,68923,False,60.335,DNA,101,45.5445544554455,54.4554455445545,88.9093626220565,1
4881,MZ334516,negative,76242,False,57.123,DNA,113,34.5132743362832,65.4867256637168,89.5110306655125,2
4882,MZ334515,negative,77353,False,57.046,DNA,114,35.0877192982456,64.9122807017544,89.6099698783499,2
4883,MZ334514,negative,76908,False,57.123,DNA,112,36.6071428571429,63.3928571428571,89.4302283247517,2
4884,MZ334513,negative,76821,False,56.978,DNA,117,38.4615384615385,61.5384615384615,88.4692987594538,2
4885,MZ334512,negative,77537,False,56.839,DNA,113,36.283185840708,63.716814159292,87.8819144408476,2
4886,MZ334511,negative,76556,False,56.303,DNA,108,37.037037037037,62.962962962963,89.6768378703171,3
4887,MZ334510,negative,76666,False,56.197,DNA,108,37.037037037037,62.962962962963,88.9690345133436,3
4888,MZ334509,negative,78012,False,56.47,DNA,111,35.1351351351351,64.8648648648649,87.3237450648618,4
4889,MZ334508,negative,75019,False,56.384,DNA,105,37.1428571428571,62.8571428571429,89.681280742212,4
4890,MZ334507,negative,75019,False,56.383,DNA,106,36.7924528301887,63.2075471698113,89.9532118529972,4
4891,MZ334506,negative,77109,False,56.425,DNA,107,37.3831775700935,62.6168224299065,90.4031954765332,3
4892,MZ334505,negative,75429,False,56.168,DNA,108,36.1111111111111,63.8888888888889,90.06615492715,3
4893,MZ334504,negative,76008,False,56.432,DNA,108,35.1851851851852,64.8148148148148,89.59188506473,4
4894,MZ334503,negative,76008,False,56.424,DNA,108,35.1851851851852,64.8148148148148,89.59188506473,4
4895,MZ334502,negative,76008,False,56.43,DNA,108,35.1851851851852,64.8148148148148,89.59188506473,4
4896,MZ334501,negative,75181,False,56.711,DNA,109,33.9449541284404,66.0550458715596,88.8083425333528,2
4897,MZ334500,negative,77578,False,56.216,DNA,118,33.0508474576271,66.9491525423729,89.8811518729537,4
4898,MZ334499,negative,76812,False,56.39,DNA,115,33.0434782608696,66.9565217391304,87.4537832630318,4
4899,MZ334498,negative,76259,False,56.325,DNA,113,32.7433628318584,67.2566371681416,87.733906817556,4
4900,MZ334497,negative,76361,False,56.353,DNA,114,32.4561403508772,67.5438596491228,88.331740024358,4
4901,MZ334496,negative,76759,False,56.653,DNA,113,33.6283185840708,66.3716814159292,87.4373037689391,5
4902,MZ334495,negative,77739,False,56.542,DNA,122,31.9672131147541,68.0327868852459,89.6937187254788,4
4903,MZ334494,negative,77739,False,56.542,DNA,122,31.9672131147541,68.0327868852459,89.6937187254788,4
4904,MZ334493,negative,74754,False,57.047,DNA,121,33.0578512396694,66.9421487603306,89.6554030553549,4
4905,MZ334492,negative,74355,False,57.037,DNA,120,32.5,67.5,89.5353372335418,4
4906,OM055665,negative,5572,False,41.332,DNA,8,100.0,0.0,94.9748743718593,0
4907,MW570730,negative,145577,False,32.291,DNA,209,75.1196172248804,24.8803827751196,94.6296461666335,3
4908,OK040907,negative,168395,False,36.002,DNA,260,16.5384615384615,83.4615384615385,94.0259508892782,9
4909,MT080103,negative,111345,False,39.137,DNA,163,33.1288343558282,66.8711656441718,86.1879743140689,21
4910,JN116826,positive,48072,False,62.66,DNA,65,38.4615384615385,61.5384615384615,89.8880845398569,2
4911,JF912400,negative,49116,False,50.092,DNA,74,18.9189189189189,81.0810810810811,89.4637185438554,0
4912,MK796797,negative,36396,False,44.104,DNA,38,23.6842105263158,76.3157894736842,91.4029014177382,0
4913,MZ326858,negative,42532,False,60.039,DNA,50,100.0,0.0,92.9088686165711,0
4914,MZ326859,negative,61427,False,56.5,DNA,94,51.063829787234,48.936170212766,92.2216614843636,3
4915,OM339528,negative,163826,False,35.316,DNA,260,84.2307692307692,15.7692307692308,93.2867798762101,9
4916,OM033136,negative,121865,False,35.446,DNA,222,54.954954954955,45.045045045045,87.1431502071965,2
4917,OM033135,negative,115393,False,35.99,DNA,195,46.1538461538462,53.8461538461538,88.0348028043295,2
4918,OM033134,negative,115276,False,35.998,DNA,195,46.1538461538462,53.8461538461538,87.9393802699608,2
4919,OM033133,negative,48663,False,49.448,DNA,84,59.5238095238095,40.4761904761905,90.5636726054703,2
4920,OM475433,negative,32279,False,51.888,DNA,41,14.6341463414634,85.3658536585366,93.0512097648626,0
4921,OM475434,negative,31347,False,51.903,DNA,39,87.1794871794872,12.8205128205128,91.0039238204613,0
4922,OM475432,negative,48634,False,49.84,DNA,62,64.5161290322581,35.4838709677419,85.4957437183863,0
4923,OM475431,negative,31622,False,52.106,DNA,41,87.8048780487805,12.1951219512195,90.5730187843906,0
4924,OM475430,negative,49277,False,49.776,DNA,65,67.6923076923077,32.3076923076923,89.0192178906995,0
4925,OM475429,negative,31564,False,51.384,DNA,40,87.5,12.5,89.4500063363325,0
4926,OM475428,negative,49662,False,50.016,DNA,65,67.6923076923077,32.3076923076923,88.5163706657001,0
4927,OM475427,negative,49197,False,50.007,DNA,64,71.875,28.125,86.5845478382828,0
4928,OM475426,negative,31345,False,51.951,DNA,39,87.1794871794872,12.8205128205128,90.9714468017228,0
4929,OL964948,negative,41655,False,39.287,DNA,49,100.0,0.0,92.8411955347497,0
4930,OM287554,negative,40851,False,55.061,DNA,52,32.6923076923077,67.3076923076923,95.6598369684953,0
4931,OM355495,negative,39496,False,49.711,DNA,48,0.0,100.0,87.0695766659915,0
4932,OM456492,positive,240613,True,48.418,DNA,258,12.4031007751938,87.5968992248062,93.371929197508,1
4933,OL770276,positive,43324,False,49.481,DNA,64,73.4375,26.5625,91.0511494783492,0
4934,HM035024,negative,50661,False,45.408,DNA,78,75.6410256410256,24.3589743589744,89.755433173447,0
4935,GU459069,negative,235229,True,37.196,DNA,422,16.824644549763,83.175355450237,91.9435953900242,17
4936,GU477322,positive,41207,False,34.016,DNA,64,92.1875,7.8125,92.4527386123717,0
4937,HM114315,negative,159801,False,39.672,DNA,253,16.2055335968379,83.7944664031621,95.6696140825151,16
4938,GQ403789,negative,17036,False,67.95,DNA,35,100.0,0.0,93.8952805822963,0
4939,FJ848881,positive,28144,False,34.967,DNA,51,52.9411764705882,47.0588235294118,90.6409891984082,1
4940,OM319461,negative,287943,True,43.352,DNA,286,15.3846153846154,84.6153846153846,92.9798605974099,0
4941,OK169616,positive,42345,False,50.058,DNA,61,29.5081967213115,70.4918032786885,91.2291888062345,0
4942,MZ358387,negative,72458,False,44.64,DNA,86,77.9069767441861,22.093023255814,95.531204283861,4
4943,OL800706,negative,49689,False,45.889,DNA,74,22.972972972973,77.027027027027,89.8991728551591,0
4944,MZ602148,negative,166376,False,39.635,DNA,274,85.036496350365,14.963503649635,94.7167860749147,16
4945,MZ602147,negative,141994,False,44.615,DNA,242,64.0495867768595,35.9504132231405,90.110849754215,23
4946,MZ602146,negative,42674,False,54.272,DNA,53,100.0,0.0,92.5856493415194,0
4947,LC648442,positive,142192,False,30.579,DNA,203,25.1231527093596,74.8768472906404,88.2539102059188,2
4948,LC647030,positive,136433,False,33.748,DNA,191,69.6335078534031,30.3664921465969,90.9061590670879,0
4949,LC557520,positive,144081,False,29.576,DNA,203,31.5270935960591,68.4729064039409,85.922501926,1
4950,CP091911,positive,28901,False,32.504,DNA,46,95.6521739130435,4.34782608695652,93.7130203107159,0
4951,OM291373,positive,41332,False,49.903,DNA,57,68.4210526315789,31.5789473684211,90.5109842252976,0
4952,OL976437,negative,43437,False,54.065,DNA,52,100.0,0.0,93.618343808274,0
4953,OM022251,negative,38952,False,47.184,DNA,59,64.4067796610169,35.5932203389831,88.7014787430684,0
4954,OM339718,negative,228236,True,38.799,DNA,415,85.5421686746988,14.4578313253012,94.6134702676177,10
4955,OM025231,positive,58828,False,54.426,DNA,70,65.7142857142857,34.2857142857143,97.4858910722785,0
4956,OM304382,negative,36280,False,64.766,DNA,41,85.3658536585366,14.6341463414634,86.8081587651599,0
4957,OM401812,negative,149506,False,37.652,DNA,245,53.0612244897959,46.9387755102041,90.4050673551563,15
4958,OM439675,positive,44199,False,34.648,DNA,68,91.1764705882353,8.82352941176471,93.7962397339306,0
4959,OM439674,positive,43090,False,35.259,DNA,72,90.2777777777778,9.72222222222222,92.1373868647018,0
4960,OM439673,positive,43800,False,35.091,DNA,74,90.5405405405405,9.45945945945946,94.2671232876712,0
4961,OM439672,positive,43575,False,35.094,DNA,66,90.9090909090909,9.09090909090909,92.7022375215146,0
4962,OM439671,positive,43499,False,34.07,DNA,68,92.6470588235294,7.35294117647059,93.2917998114899,0
4963,OM439670,positive,43321,False,33.91,DNA,67,92.5373134328358,7.46268656716418,94.4161030447127,0
4964,OM439669,positive,42788,False,35.351,DNA,65,89.2307692307692,10.7692307692308,92.5142563335515,0
4965,OM439668,positive,42961,False,34.257,DNA,61,91.8032786885246,8.19672131147541,93.7687670212518,0
4966,OM439667,positive,45771,False,33.274,DNA,64,89.0625,10.9375,92.5935636101462,0
4967,OM439666,positive,42397,False,34.08,DNA,64,92.1875,7.8125,92.9499728754393,0
4968,OM439665,positive,45809,False,33.544,DNA,64,90.625,9.375,93.7414045274946,0
4969,OM439664,positive,39968,False,34.112,DNA,66,90.9090909090909,9.09090909090909,91.9710768614892,0
4970,OM439663,positive,43134,False,34.745,DNA,69,88.4057971014493,11.5942028985507,93.6987063569342,0
4971,OM439662,positive,44016,False,34.063,DNA,65,90.7692307692308,9.23076923076923,94.7519083969466,0
4972,OM373202,positive,46251,False,66.275,DNA,71,69.0140845070423,30.9859154929577,94.0131024194071,0
4973,OL870612,positive,56144,False,39.935,DNA,90,83.3333333333333,16.6666666666667,87.3931319464235,1
4974,OL870611,positive,150393,False,37.098,DNA,194,58.2474226804124,41.7525773195876,89.9237331524738,23
4975,OM334891,negative,41332,False,41.06,DNA,46,67.3913043478261,32.6086956521739,93.1747798316075,0
4976,OM140653,negative,32949,False,48.973,DNA,40,77.5,22.5,90.0027314941273,0
4977,OM095401,negative,29180,False,49.575,DNA,36,80.5555555555556,19.4444444444444,91.6963673749143,0
4978,OL944604,negative,48577,False,48.027,DNA,67,89.5522388059701,10.4477611940298,91.2427692117669,1
4979,OM158235,negative,73045,False,49.776,DNA,97,72.1649484536082,27.8350515463918,93.6929290163598,2
4980,OL964756,negative,235066,True,38.433,DNA,248,85.4838709677419,14.5161290322581,93.9319169935252,4
4981,OL964755,negative,40808,False,55.239,DNA,54,83.3333333333333,16.6666666666667,92.3421878063125,0
4982,OL964754,negative,61461,False,61.413,DNA,75,66.6666666666667,33.3333333333333,94.3622785180846,0
4983,MZ375232,positive,45807,False,45.927,DNA,74,63.5135135135135,36.4864864864865,90.0364573100181,1
4984,CP050061,positive,59331,False,35.368,DNA,115,13.0434782608696,86.9565217391304,81.9723247543443,2
4985,MN871446,negative,296707,True,45.695,DNA,355,10.4225352112676,89.5774647887324,93.3847196055368,6
4986,OL856139,negative,40678,False,49.378,DNA,49,100.0,0.0,91.0516741236049,0
4987,OL825705,negative,86130,False,38.933,DNA,115,74.7826086956522,25.2173913043478,87.0149773598049,24
4988,OL791267,negative,16080,False,64.789,DNA,19,15.7894736842105,84.2105263157895,86.7910447761194,0
4989,OL770365,negative,53372,False,51.13,DNA,72,100.0,0.0,92.8014689350221,0
4990,OL762410,negative,36470,False,48.544,DNA,40,77.5,22.5,97.7159309021113,0
4991,MZ326866,negative,44659,False,67.411,DNA,64,75.0,25.0,94.932712331221,0
4992,MZ326862,negative,95728,False,58.473,DNA,149,100.0,0.0,95.3117165301688,5
4993,MZ326855,negative,56042,False,62.607,DNA,76,40.7894736842105,59.2105263157895,93.7279183469541,0
4994,MZ326867,negative,45678,False,58.361,DNA,63,69.8412698412698,30.1587301587302,95.5076842243531,0
4995,MZ326865,positive,41811,False,34.457,DNA,73,31.5068493150685,68.4931506849315,91.3826504986726,0
4996,MZ326861,negative,74717,False,54.33,DNA,90,73.3333333333333,26.6666666666667,94.0053803016716,5
4997,MZ326860,negative,63825,False,63.041,DNA,94,100.0,0.0,94.5616921269095,0
4998,MZ326856,negative,74962,False,54.612,DNA,86,69.7674418604651,30.2325581395349,93.1165123662656,5
4999,MZ326854,negative,42593,False,59.928,DNA,53,100.0,0.0,93.6703214143169,0
5000,MZ456352,negative,111792,False,38.047,DNA,165,55.7575757575758,44.2424242424242,87.7388364104766,0
5001,EU861005,positive,45344,False,33.246,DNA,63,90.4761904761905,9.52380952380952,93.1413196894848,0
5002,DQ674738,negative,33985,False,61.745,DNA,44,84.0909090909091,15.9090909090909,92.3083713402972,0
5003,EU100884,negative,83319,False,57.759,DNA,107,35.5140186915888,64.4859813084112,94.2066035358082,0
5004,EU100883,negative,84201,False,57.762,DNA,110,34.5454545454545,65.4545454545455,94.7482808992767,0
5005,EF537008,negative,43249,False,46.48,DNA,41,63.4146341463415,36.5853658536585,89.960461513561,0
5006,EF372997,negative,46214,False,54.97,DNA,57,98.2456140350877,1.75438596491228,92.4719781884278,0
5007,EF057797,negative,38197,False,56.952,DNA,54,74.0740740740741,25.9259259259259,92.9915961986543,0
5008,DQ777876,negative,44520,False,51.903,DNA,65,43.0769230769231,56.9230769230769,93.0188679245283,0
5009,LC680885,positive,267055,True,25.09,DNA,271,79.7047970479705,20.2952029520295,92.2420475183015,1
5010,OK310514,negative,44776,False,54.686,DNA,58,60.3448275862069,39.6551724137931,91.9041450777202,0
5011,OK310513,negative,44776,False,54.706,DNA,58,39.6551724137931,60.3448275862069,90.7584420225121,0
5012,OK310512,negative,44776,False,54.701,DNA,57,61.4035087719298,38.5964912280702,90.1487403966411,0
5013,MZ361826,negative,40770,False,36.914,DNA,65,98.4615384615385,1.53846153846154,94.5916114790287,0
5014,MZ361825,positive,36798,False,36.673,DNA,63,93.6507936507936,6.34920634920635,97.5379096690038,0
5015,OK181862,negative,54117,False,39.592,DNA,92,69.5652173913043,30.4347826086957,83.0589278784855,0
