Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
OM486945,negative,44768,False,49.774,49,0.0,100.0,92.215421729807,0,True,False,False,False
OK585160,negative,43210,False,49.424,48,0.0,100.0,94.5683869474659,0,True,False,False,False
OK585159,negative,43210,False,49.426,48,0.0,100.0,94.5683869474659,0,True,False,False,False
OK585158,negative,42987,False,49.18,49,0.0,100.0,94.9263730895387,0,True,False,False,False
MW741821,negative,77305,False,42.088,125,20.0,80.0,89.9993532113059,1,True,False,False,False
OP394141,positive,110563,False,39.265,157,30.5732484076433,69.4267515923567,87.4198420809855,21,True,False,False,False
OP263969,positive,135469,False,30.093,188,24.468085106383,75.531914893617,88.4947847847109,0,True,False,False,False
OP263968,positive,140800,False,30.396,221,27.6018099547511,72.3981900452489,89.75,2,True,False,False,False
OP263967,positive,141091,False,30.445,222,23.8738738738739,76.1261261261261,89.5181124238966,3,True,False,False,False
OP045498,negative,113905,False,40.325,160,30.0,70.0,87.1691321715465,29,True,False,False,False
OP045497,negative,175213,False,41.932,273,53.8461538461538,46.1538461538462,94.1670994732126,1,True,False,False,False
OP045496,negative,41643,False,52.717,52,98.0769230769231,1.92307692307692,88.2069015200634,0,True,False,False,False
OP323077,positive,34452,False,35.934,53,96.2264150943396,3.77358490566038,90.6710786021131,1,True,False,False,False
OP323076,positive,37438,False,35.851,59,94.9152542372881,5.08474576271187,90.5336823548267,0,True,False,False,False
OP323075,positive,33227,False,36.022,51,98.0392156862745,1.96078431372549,92.129894363018,0,True,False,False,False
OP323074,positive,38040,False,35.762,60,91.6666666666667,8.33333333333333,91.3801261829653,0,True,False,False,False
OP323073,positive,36041,False,35.646,57,96.4912280701754,3.50877192982456,90.5552010210593,0,True,False,False,False
OP323072,positive,34983,False,35.895,54,96.2962962962963,3.7037037037037,90.7640854129148,0,True,False,False,False
OP323071,positive,36290,False,35.762,54,96.2962962962963,3.7037037037037,89.751997795536,0,True,False,False,False
MZ496294,negative,11617,False,44.237,16,68.75,31.25,88.1380735129551,0,True,False,False,False
MZ496293,negative,33570,False,43.801,42,9.52380952380952,90.4761904761905,88.3556747095621,0,True,False,False,False
OL960570,positive,138214,False,30.425,209,29.6650717703349,70.3349282296651,89.8208575108166,4,True,False,False,False
OL960569,positive,141041,False,30.357,213,70.8920187793427,29.1079812206573,89.3832289901518,3,True,False,False,False
OL960568,positive,137551,False,30.416,207,70.048309178744,29.951690821256,89.8655771313913,4,True,False,False,False
OL960567,positive,137622,False,30.417,207,29.951690821256,70.048309178744,90.0873406868088,4,True,False,False,False
OM632672,negative,48949,False,41.1,55,92.7272727272727,7.27272727272727,93.8997732333653,4,True,False,False,False
OM632671,negative,193190,False,37.26,306,84.9673202614379,15.0326797385621,94.6591438480253,2,True,False,False,False
OM632670,negative,70857,False,41.246,74,27.027027027027,72.972972972973,94.7203522587747,4,True,False,False,False
OM632669,negative,66952,False,41.473,62,67.741935483871,32.258064516129,93.8687417851595,4,True,False,False,False
OM632668,negative,44569,False,50.93,72,65.2777777777778,34.7222222222222,92.4319594336871,0,True,False,False,False
OM632667,negative,44050,False,50.951,70,65.7142857142857,34.2857142857143,91.3552780930761,0,True,False,False,False
OM632666,negative,70857,False,41.246,74,72.972972972973,27.027027027027,94.8643041619036,4,True,False,False,False
OM632665,negative,70870,False,41.247,74,72.972972972973,27.027027027027,94.8638351911952,4,True,False,False,False
OM632664,negative,70857,False,41.246,74,72.972972972973,27.027027027027,94.8643041619036,4,True,False,False,False
ON015836,negative,83482,False,45.812,117,100.0,0.0,94.4503006636161,0,True,False,False,False
OM262541,negative,45901,False,53.709,61,54.0983606557377,45.9016393442623,91.5927757565195,0,True,False,False,False
OL963532,positive,1761,False,45.031,1,0.0,100.0,17.0357751277683,0,True,False,False,False
OL963531,positive,2270,False,45.551,2,0.0,100.0,80.4845814977974,0,True,False,False,False
OP131302,negative,35392,False,31.53,63,26.984126984127,73.015873015873,95.5046338155515,0,True,False,False,False
OP131301,negative,34897,False,31.501,61,72.1311475409836,27.8688524590164,91.5723414620168,0,True,False,False,False
OP131300,negative,35247,False,31.543,62,27.4193548387097,72.5806451612903,94.7825346838029,0,True,False,False,False
OP131299,negative,35267,False,31.505,62,72.5806451612903,27.4193548387097,96.0558028752091,0,True,False,False,False
OP131297,negative,35083,False,31.497,62,72.5806451612903,27.4193548387097,94.9947267907534,0,True,False,False,False
OP131295,negative,35267,False,31.488,62,27.4193548387097,72.5806451612903,88.4934925000709,0,True,False,False,False
OP131294,negative,35392,False,31.564,62,27.4193548387097,72.5806451612903,91.5715415913201,0,True,False,False,False
OP131293,negative,35374,False,31.537,63,26.984126984127,73.015873015873,88.9042799796461,0,True,False,False,False
OP087423,negative,41341,False,62.981,43,0.0,100.0,89.2068406666505,0,True,False,False,False
OP087422,negative,41296,False,62.972,44,0.0,100.0,87.5387446726075,0,True,False,False,False
CP101890,negative,109627,False,48.909,119,12.6050420168067,87.3949579831933,87.6736570370438,0,True,False,False,False
CP101896,negative,109627,False,48.908,119,12.6050420168067,87.3949579831933,87.6736570370438,0,True,False,False,False
MZ047271,negative,51148,False,28.979,155,70.9677419354839,29.0322580645161,249.890513803081,6,True,False,False,False
OP132241,positive,53028,False,45.864,72,44.4444444444444,55.5555555555556,91.0273817605793,0,True,False,False,False
ON489264,negative,54378,False,50.807,70,77.1428571428572,22.8571428571429,79.5707823016661,0,True,False,False,False
ON331942,negative,61862,False,67.415,78,48.7179487179487,51.2820512820513,92.1777504768679,2,True,False,False,False
ON602767,negative,43855,False,54.042,49,100.0,0.0,93.8000228024171,0,True,False,False,False
ON602766,negative,48513,False,57.005,59,62.7118644067797,37.2881355932203,94.5581596685425,0,True,False,False,False
ON602765,negative,45221,False,51.903,52,0.0,100.0,90.5619070785697,0,True,False,False,False
ON602764,negative,45304,False,51.779,53,0.0,100.0,90.9985873212078,0,True,False,False,False
ON602763,negative,45098,False,51.781,53,0.0,100.0,90.9619051842654,0,True,False,False,False
ON602762,negative,42774,False,53.988,53,0.0,100.0,94.5504278299902,0,True,False,False,False
ON602761,negative,44132,False,53.809,57,100.0,0.0,94.0813921870751,0,True,False,False,False
ON602760,negative,46281,False,47.739,80,66.25,33.75,89.2893411983319,1,True,False,False,False
ON602759,negative,47720,False,48.018,78,60.2564102564103,39.7435897435897,94.394383906119,0,True,False,False,False
ON602758,negative,48833,False,49.559,75,37.3333333333333,62.6666666666667,92.0647922511417,0,True,False,False,False
ON602757,negative,43867,False,53.619,58,0.0,100.0,93.1315111587298,0,True,False,False,False
ON602756,negative,43175,False,53.575,57,1.75438596491228,98.2456140350877,93.2345107122177,0,True,False,False,False
ON602755,negative,40260,False,53.279,49,97.9591836734694,2.04081632653061,89.7913561847988,0,True,False,False,False
ON602754,negative,44163,False,54.077,51,1.96078431372549,98.0392156862745,92.6295767950547,0,True,False,False,False
ON602753,negative,40499,False,51.811,47,100.0,0.0,92.4615422603027,0,True,False,False,False
ON602752,negative,44598,False,53.157,57,98.2456140350877,1.75438596491228,90.5758105744652,0,True,False,False,False
ON602751,negative,73290,False,44.044,94,76.5957446808511,23.4042553191489,93.7481238913904,5,True,False,False,False
ON602750,negative,49577,False,50.057,77,22.0779220779221,77.9220779220779,88.8738729652863,0,True,False,False,False
ON602749,negative,72708,False,43.998,89,22.4719101123595,77.5280898876404,93.3528635088298,5,True,False,False,False
ON602748,negative,42923,False,54.122,52,0.0,100.0,91.9437131607763,0,True,False,False,False
ON602747,negative,47499,False,56.279,61,37.7049180327869,62.2950819672131,94.4040927177414,0,True,False,False,False
ON602746,negative,60119,False,45.548,106,56.6037735849057,43.3962264150943,91.1059731532461,1,True,False,False,False
ON602745,negative,39791,False,55.452,57,36.8421052631579,63.1578947368421,92.4178834409791,0,True,False,False,False
ON602744,negative,48190,False,47.406,79,63.2911392405063,36.7088607594937,90.8673998754928,2,True,False,False,False
ON602743,negative,43535,False,54.06,53,98.1132075471698,1.88679245283019,93.7934994831745,0,True,False,False,False
ON602742,negative,40231,False,53.118,48,100.0,0.0,91.4891501578385,0,True,False,False,False
ON602741,negative,49878,False,50.094,76,75.0,25.0,90.4727535185853,0,True,False,False,False
ON602740,negative,43408,False,54.073,58,1.72413793103448,98.2758620689655,91.6282712863988,0,True,False,False,False
ON602739,negative,43278,False,54.231,56,1.78571428571429,98.2142857142857,94.059337307639,0,True,False,False,False
ON602738,negative,47956,False,47.8,78,62.8205128205128,37.1794871794872,92.3826007173242,2,True,False,False,False
ON602737,negative,47997,False,47.999,80,31.25,68.75,91.6244765297831,0,True,False,False,False
ON602736,negative,141724,False,44.687,236,36.864406779661,63.135593220339,89.9007930907962,23,True,False,False,False
ON602735,negative,49322,False,50.022,75,24.0,76.0,87.1679980536069,0,True,False,False,False
ON602734,negative,48147,False,56.338,62,58.0645161290323,41.9354838709677,84.9274098074646,0,True,False,False,False
ON602733,negative,40318,False,53.192,48,100.0,0.0,87.2811151346793,0,True,False,False,False
ON602732,negative,43524,False,54.101,54,98.1481481481482,1.85185185185185,93.9068100358423,0,True,False,False,False
ON602731,negative,46907,False,56.906,67,0.0,100.0,91.7197859594517,0,True,False,False,False
ON602730,negative,48050,False,47.605,81,40.7407407407407,59.2592592592593,89.309053069719,2,True,False,False,False
ON602729,negative,144995,False,44.673,247,62.753036437247,37.246963562753,90.281044173937,22,True,False,False,False
ON602728,negative,43439,False,53.813,55,96.3636363636364,3.63636363636364,89.8570409079399,0,True,False,False,False
ON602727,negative,43756,False,54.013,57,100.0,0.0,94.409909498126,0,True,False,False,False
ON602726,negative,44945,False,53.939,59,1.69491525423729,98.3050847457627,94.8893091556347,0,True,False,False,False
ON602725,negative,43546,False,53.931,57,1.75438596491228,98.2456140350877,94.1900518991411,0,True,False,False,False
ON602724,negative,42793,False,54.002,54,100.0,0.0,93.9826607155376,0,True,False,False,False
ON602723,negative,44473,False,53.702,60,95.0,5.0,89.7173565983855,0,True,False,False,False
ON809560,negative,48837,False,48.535,73,58.9041095890411,41.0958904109589,92.4135389151668,0,True,False,False,False
ON809559,negative,43974,False,53.848,49,0.0,100.0,93.0822758902988,0,True,False,False,False
OP056300,negative,40617,False,52.37,46,41.304347826087,58.695652173913,91.9491838392791,0,True,False,False,False
OL744217,negative,36790,False,50.155,43,100.0,0.0,89.7309051372656,0,True,False,False,False
OL744218,negative,45703,False,51.69,53,100.0,0.0,91.4381988053301,0,True,False,False,False
OL744215,negative,45969,False,51.667,53,100.0,0.0,89.2971350257782,0,True,False,False,False
OL744213,negative,49144,False,50.535,75,76.0,24.0,90.468826306365,0,True,False,False,False
OL744212,negative,39424,False,50.7,48,100.0,0.0,90.234375,0,True,False,False,False
OL744210,negative,50039,False,50.237,74,75.6756756756757,24.3243243243243,89.4202522032814,0,True,False,False,False
OL744209,negative,38645,False,50.734,47,100.0,0.0,90.4308448699702,0,True,False,False,False
OL744220,negative,149913,False,50.579,286,35.6643356643357,64.3356643356643,91.6551599927958,18,True,False,False,False
OL744219,negative,149913,False,50.581,286,35.6643356643357,64.3356643356643,91.7231994556843,18,True,False,False,False
OL744216,negative,149912,False,50.582,287,35.191637630662,64.808362369338,91.6757831261006,18,True,False,False,False
OL744214,negative,149913,False,50.581,288,35.4166666666667,64.5833333333333,91.9893538252186,18,True,False,False,False
OL744211,negative,149828,False,50.583,287,35.191637630662,64.808362369338,91.6490909576314,18,True,False,False,False
OM621814,negative,7869,False,59.334,11,81.8181818181818,18.1818181818182,85.8940144872284,0,True,False,False,False
OP168678,positive,39788,False,35.687,68,91.1764705882353,8.82352941176471,94.6491404443551,0,True,False,False,False
ON814135,positive,136866,False,30.019,186,24.7311827956989,75.2688172043011,87.0544912542195,0,True,False,False,False
OP292222,negative,170483,False,39.517,272,83.8235294117647,16.1764705882353,94.8217710856801,3,True,False,False,False
ON922920,positive,39095,False,48.29,45,0.0,100.0,88.622586008441,0,True,False,False,False
ON922919,negative,71789,False,42.954,83,24.0963855421687,75.9036144578313,91.6769978687543,1,True,False,False,False
ON922918,negative,59156,False,43.845,81,61.7283950617284,38.2716049382716,91.0051389546284,0,True,False,False,False
ON922917,negative,43763,False,34.81,77,80.5194805194805,19.4805194805195,91.0426616091219,0,True,False,False,False
MT552976,negative,155176,False,52.415,301,65.1162790697674,34.8837209302326,92.4447079445275,14,True,False,False,False
MT560059,negative,153445,False,52.339,294,35.3741496598639,64.6258503401361,92.0844602300499,13,True,False,False,False
MT560058,negative,170838,False,36.921,266,46.6165413533835,53.3834586466165,95.3376883363186,3,True,False,False,False
KJ801817,positive,145519,False,35.908,219,32.8767123287671,67.1232876712329,87.3707213491022,5,True,False,False,False
ON585039,negative,174681,False,39.704,294,14.2857142857143,85.7142857142857,95.3601135784659,19,True,False,False,False
ON630910,negative,172771,False,40.033,287,14.9825783972125,85.0174216027875,94.7832680253052,8,True,False,False,False
OP177727,negative,145425,False,37.465,242,54.1322314049587,45.8677685950413,90.7560598246519,16,True,False,False,False
ON169962,positive,159072,False,44.424,205,64.390243902439,35.609756097561,92.3047425065379,4,True,False,False,False
ON169961,positive,159068,False,44.366,200,65.5,34.5,91.7796162647421,4,True,False,False,False
ON169963,positive,156612,False,44.47,200,65.5,34.5,92.0995836845197,4,True,False,False,False
MT724048,positive,41949,False,35.355,64,92.1875,7.8125,93.9068869341343,0,True,False,False,False
MK801680,positive,45533,False,33.411,65,89.2307692307692,10.7692307692308,93.0511936397777,0,True,False,False,False
ON506928,positive,149624,False,37.019,193,39.3782383419689,60.6217616580311,89.5117093514409,24,True,False,False,False
ON506927,positive,150366,False,36.783,191,39.2670157068063,60.7329842931937,89.5594748812897,24,True,False,False,False
ON506926,positive,86301,False,33.015,109,25.6880733944954,74.3119266055046,91.7104089176255,2,True,False,False,False
ON814136,positive,133701,False,29.915,181,24.3093922651934,75.6906077348066,87.2671109415786,0,True,False,False,False
ON814134,positive,138507,False,29.834,192,78.125,21.875,84.4643231028035,0,True,False,False,False
OP171943,negative,119153,False,44.908,171,22.2222222222222,77.7777777777778,85.2920195043348,25,True,False,False,False
OP171942,negative,41723,False,39.348,49,100.0,0.0,91.6472928600532,0,True,False,False,False
OP079919,negative,256576,True,44.103,295,90.8474576271186,9.15254237288136,94.6058867548017,0,True,False,False,False
OP079918,negative,44391,False,51.754,52,0.0,100.0,90.646752720146,0,True,False,False,False
ON856258,positive,45314,False,33.464,71,88.7323943661972,11.2676056338028,91.0910535375381,0,True,False,False,False
ON856257,positive,50643,False,33.414,86,54.6511627906977,45.3488372093023,93.9517801078135,0,True,False,False,False
OP235318,positive,151066,False,30.161,247,24.2914979757085,75.7085020242915,88.6731627235778,4,True,False,False,False
OP197928,negative,167011,False,35.589,265,15.4716981132075,84.5283018867925,94.8500398177366,11,True,False,False,False
OP168898,negative,165622,False,35.432,265,84.1509433962264,15.8490566037736,94.5091835625702,10,True,False,False,False
OP046317,negative,37268,False,54.615,48,62.5,37.5,91.7918858001503,0,True,False,False,False
OP018999,negative,43714,False,45.551,58,100.0,0.0,93.3545317289656,0,True,False,False,False
OM962992,negative,58663,False,46.871,58,62.0689655172414,37.9310344827586,89.7345856843325,0,True,False,False,False
OP125534,negative,45008,False,43.37,75,65.3333333333333,34.6666666666667,92.1880554568077,2,True,False,False,False
OP123707,negative,238838,True,44.825,212,88.2075471698113,11.7924528301887,94.4862207856371,0,True,False,False,False
OP125547,negative,50298,False,46.012,79,30.379746835443,69.620253164557,91.3694381486341,0,True,False,False,False
OP114732,negative,42097,False,52.498,68,75.0,25.0,93.3605720122574,2,True,False,False,False
OP136151,negative,60610,False,52.859,86,61.6279069767442,38.3720930232558,94.8754330968487,0,True,False,False,False
OM032871,negative,45195,False,50.437,63,28.5714285714286,71.4285714285714,90.4281447062728,0,True,False,False,False
MZ571833,negative,49068,False,50.22,76,23.6842105263158,76.3157894736842,90.0586940572267,0,True,False,False,False
MZ571831,negative,49631,False,50.7,75,74.6666666666667,25.3333333333333,89.6536438919224,0,True,False,False,False
MZ571827,negative,43777,False,53.747,57,0.0,100.0,93.8575050825776,0,True,False,False,False
MZ571834,negative,49568,False,50.456,77,23.3766233766234,76.6233766233766,90.4333440929632,0,True,False,False,False
MZ571832,negative,40388,False,52.979,47,0.0,100.0,89.1725264930177,0,True,False,False,False
MZ571830,negative,113149,False,45.402,147,77.5510204081633,22.4489795918367,88.5770090765274,25,True,False,False,False
MZ571828,negative,112862,False,45.438,147,22.4489795918367,77.5510204081633,87.7895128564087,23,True,False,False,False
MZ612130,negative,178532,False,41.724,274,47.4452554744526,52.5547445255474,95.5234915869424,1,True,False,False,False
KP792622,negative,32894,False,50.967,49,97.9591836734694,2.04081632653061,95.2058126102025,0,True,False,False,False
MZ570427,negative,40438,False,48.291,54,5.55555555555556,94.4444444444444,91.8220485681784,0,True,False,False,False
ON996340,negative,46280,False,62.96,64,43.75,56.25,89.5267934312878,0,True,False,False,False
ON989481,positive,44811,False,33.449,70,88.5714285714286,11.4285714285714,94.6441721898641,0,True,False,False,False
ON872379,negative,43975,False,49.692,48,0.0,100.0,90.8288800454804,0,True,False,False,False
ON872163,negative,5879,False,46.079,7,0.0,100.0,87.0045926177921,0,True,False,False,False
OM908766,positive,72519,False,39.446,100,85.0,15.0,93.7795612184393,9,True,False,False,False
OP067662,negative,46052,False,60.99,70,38.5714285714286,61.4285714285714,92.0611482671762,0,True,False,False,False
ON548433,negative,39300,False,49.842,49,100.0,0.0,83.2213740458015,0,True,False,False,False
ON548432,negative,44240,False,51.017,74,28.3783783783784,71.6216216216216,93.248191681736,0,True,False,False,False
ON506924,negative,166783,False,35.342,270,15.9259259259259,84.0740740740741,94.722483706373,9,True,False,False,False
ON081052,negative,46054,False,43.501,75,80.0,20.0,90.4677118165632,1,True,False,False,False
ON001686,negative,44829,False,50.59,77,63.6363636363636,36.3636363636364,93.6358161011845,0,True,False,False,False
OM960734,negative,168771,False,37.354,270,84.8148148148148,15.1851851851852,94.9665523105273,2,True,False,False,False
OP038547,positive,43596,False,47.589,48,0.0,100.0,88.8384255436278,0,True,False,False,False
ON920540,positive,26219,False,65.758,39,89.7435897435898,10.2564102564103,90.1292955490293,0,True,False,False,False
ON933637,negative,44128,False,34.808,76,18.4210526315789,81.5789473684211,90.0720630891951,0,True,False,False,False
OP028995,negative,48822,False,71.802,54,50.0,50.0,92.9335135799435,1,True,False,False,False
ON854455,negative,37980,False,36.161,57,89.4736842105263,10.5263157894737,93.2385466034755,0,True,False,False,False
OM735689,negative,34535,False,37.559,45,91.1111111111111,8.88888888888889,93.6875633415376,0,True,False,False,False
OM858838,negative,71028,False,39.745,96,84.375,15.625,93.8010362110717,7,True,False,False,False
ON868915,positive,89584,False,38.761,123,26.0162601626016,73.9837398373984,86.6516342203965,25,True,False,False,False
ON950090,negative,39315,False,50.805,47,0.0,100.0,90.7134681419306,0,True,False,False,False
ON995367,negative,39701,False,47.928,47,100.0,0.0,90.7231555880205,0,True,False,False,False
ON996339,positive,41941,False,49.713,56,67.8571428571429,32.1428571428571,91.5786461934622,0,True,False,False,False
OM401714,negative,33988,False,25.15,54,55.5555555555556,44.4444444444444,84.391549958809,0,True,False,False,False
OM401713,negative,35179,False,25.137,54,53.7037037037037,46.2962962962963,82.7198044287785,0,True,False,False,False
OM401712,negative,34933,False,25.205,55,56.3636363636364,43.6363636363636,82.8901039132053,0,True,False,False,False
ON880501,negative,40352,False,53.088,52,96.1538461538462,3.84615384615385,86.6871530531324,0,True,False,False,False
ON886116,positive,40428,False,50.101,58,53.448275862069,46.551724137931,87.1772039180766,0,True,False,False,False
OL362280,positive,148614,False,30.382,237,72.9957805907173,27.0042194092827,89.0663060007805,4,True,False,False,False
MW398869,negative,120016,False,39.928,163,22.6993865030675,77.3006134969325,90.7503999466738,22,True,False,False,False
ON754979,positive,39169,False,48.281,45,0.0,100.0,87.0229007633588,0,True,False,False,False
ON287378,negative,39149,False,51.34,49,2.04081632653061,97.9591836734694,88.852844261667,0,True,False,False,False
ON568341,negative,358076,True,33.717,577,93.5875216637782,6.41247833622184,92.0550385951586,8,True,False,False,False
ON615601,negative,156057,False,38.489,227,29.9559471365639,70.0440528634361,92.9788474723979,27,True,False,False,False
ON464764,negative,180231,False,31.107,178,79.2134831460674,20.7865168539326,93.1887411155683,0,True,False,False,False
ON464762,negative,41353,False,30.073,71,92.9577464788732,7.04225352112676,94.5155127802094,1,True,False,False,False
ON464761,negative,38962,False,30.265,68,97.0588235294118,2.94117647058824,95.1106206046917,1,True,False,False,False
ON464760,negative,41329,False,30.068,71,92.9577464788732,7.04225352112676,94.5123279053449,1,True,False,False,False
ON464759,negative,180066,False,31.513,178,20.7865168539326,79.2134831460674,93.652327479924,0,True,False,False,False
ON782582,negative,166195,False,35.425,263,84.4106463878327,15.5893536121673,94.9011703119829,12,True,False,False,False
ON711490,negative,44623,False,67.418,64,75.0,25.0,95.0025771463147,0,True,False,False,False
ON714422,negative,39988,False,43.743,61,60.655737704918,39.344262295082,90.7922376713014,0,True,False,False,False
ON677538,negative,40797,False,52.254,47,42.5531914893617,57.4468085106383,93.2127362306052,0,True,False,False,False
ON645935,positive,42160,False,49.926,58,31.0344827586207,68.9655172413793,89.6015180265655,0,True,False,False,False
ON645936,negative,169736,False,35.33,266,17.2932330827068,82.7067669172932,94.6228260357261,9,True,False,False,False
ON623732,negative,58440,False,56.095,80,46.25,53.75,92.1663244353183,0,True,False,False,False
ON623560,positive,60128,False,56.513,72,65.2777777777778,34.7222222222222,92.8918307610431,0,True,False,False,False
ON604651,negative,40505,False,53.416,50,100.0,0.0,91.4479693864955,0,True,False,False,False
ON571554,negative,41361,False,52.479,52,0.0,100.0,91.1800971930079,0,True,False,False,False
ON568193,negative,40865,False,48.371,53,100.0,0.0,92.1473143276643,0,True,False,False,False
ON551388,positive,155659,False,64.754,233,98.2832618025751,1.71673819742489,91.9150193692623,33,True,False,False,False
ON556632,negative,42991,False,50.864,73,31.5068493150685,68.4931506849315,92.0774115512549,0,True,False,False,False
OK625546,negative,76917,False,48.911,106,99.0566037735849,0.943396226415094,91.0214906977651,0,True,False,False,False
ON862890,negative,153297,False,49.026,191,64.9214659685864,35.0785340314136,91.7323887616848,2,True,False,False,False
ON864052,negative,44270,False,49.297,53,100.0,0.0,90.2642873277615,0,True,False,False,False
ON287377,negative,41649,False,53.92,49,93.8775510204082,6.12244897959184,89.9949578621335,0,True,False,False,False
ON881905,negative,50559,False,50.539,79,24.0506329113924,75.9493670886076,89.5923574437786,0,True,False,False,False
OM258170,negative,47884,False,44.549,71,78.8732394366197,21.1267605633803,85.7133906941776,1,True,False,False,False
JQ245707,negative,172474,False,40.942,179,77.0949720670391,22.9050279329609,89.9358743926621,10,True,False,False,False
BK061312,positive,67752,False,60.927,91,86.8131868131868,13.1868131868132,91.8969181721573,0,True,False,False,False
BK061311,positive,66497,False,60.706,88,87.5,12.5,92.0477615531528,0,True,False,False,False
BK061310,positive,66688,False,60.314,90,87.7777777777778,12.2222222222222,92.2339851247601,0,True,False,False,False
BK061309,positive,68223,False,60.368,92,86.9565217391304,13.0434782608696,92.9686469372499,0,True,False,False,False
BK061308,positive,67729,False,60.194,92,85.8695652173913,14.1304347826087,93.1152091423172,0,True,False,False,False
ON529854,negative,58220,False,67.752,74,48.6486486486487,51.3513513513513,92.6829268292683,1,True,False,False,False
ON239132,negative,46667,False,46.6,79,65.8227848101266,34.1772151898734,91.22077699445,0,True,False,False,False
ON239131,negative,30272,False,52.732,41,87.8048780487805,12.1951219512195,91.7580602536998,0,True,False,False,False
ON464735,negative,38345,False,42.423,46,100.0,0.0,90.1995044986309,0,True,False,False,False
ON464736,negative,38345,False,42.418,46,100.0,0.0,90.1995044986309,0,True,False,False,False
MH444512,positive,36607,False,61.644,63,85.7142857142857,14.2857142857143,90.9744038025514,1,True,False,False,False
MG913376,positive,31399,False,41.629,50,100.0,0.0,92.4870218796777,0,True,False,False,False
ON782130,positive,29575,False,52.423,39,10.2564102564103,89.7435897435898,92.2366863905325,0,True,False,False,False
ON529866,negative,68997,False,49.902,99,41.4141414141414,58.5858585858586,89.5531689783614,1,True,False,False,False
ON529865,negative,69922,False,50.07,105,60.0,40.0,89.6727782386087,1,True,False,False,False
ON529858,negative,207261,True,65.527,307,70.0325732899023,29.9674267100977,90.0883427176362,27,True,False,False,False
ON529853,negative,348100,True,65.801,547,17.1846435100548,82.8153564899452,89.4432634300488,24,True,False,False,False
ON529851,negative,348421,True,65.872,554,17.5090252707581,82.4909747292419,89.3574153107878,23,True,False,False,False
ON529850,negative,321510,True,63.085,513,22.4171539961014,77.5828460038986,89.0955180243227,29,True,False,False,False
ON005621,negative,61660,False,61.922,79,51.8987341772152,48.1012658227848,91.417450535193,1,True,False,False,False
OM953433,negative,89009,False,38.945,135,71.1111111111111,28.8888888888889,90.9660820815872,26,True,False,False,False
ON712643,negative,147299,False,50.349,288,36.8055555555556,63.1944444444444,91.1554049925661,6,True,False,False,False
MZ570263,positive,22320,False,36.057,34,44.1176470588235,55.8823529411765,89.7311827956989,0,True,False,False,False
ON190025,negative,246962,True,41.252,381,85.8267716535433,14.1732283464567,93.3710449380876,28,True,False,False,False
ON190024,negative,246888,True,42.552,386,83.6787564766839,16.3212435233161,92.7849875247076,27,True,False,False,False
ON853583,negative,43534,False,55.901,55,85.4545454545455,14.5454545454545,90.7336794229797,1,True,False,False,False
ON866946,positive,144592,False,29.885,200,80.0,20.0,85.5897974991701,0,True,False,False,False
LC644557,positive,17405,False,32.916,20,95.0,5.0,95.7655846021258,0,True,False,False,False
MW822601,negative,42143,False,63.425,47,93.6170212765958,6.38297872340426,89.3244429679899,0,True,False,False,False
ON325435,positive,46098,False,35.019,66,100.0,0.0,95.3273460887674,0,True,False,False,False
ON720977,positive,42078,False,49.627,55,30.9090909090909,69.0909090909091,90.9525167545986,0,True,False,False,False
ON720976,positive,41187,False,51.256,62,74.1935483870968,25.8064516129032,91.0991332216476,0,True,False,False,False
ON720975,positive,169242,False,35.481,266,83.8345864661654,16.1654135338346,94.1208447075785,9,True,False,False,False
ON758385,negative,199233,False,50.18,309,9.38511326860841,90.6148867313916,92.2728664428082,40,True,False,False,False
CP072507,negative,58864,False,52.575,58,22.4137931034483,77.5862068965517,90.895963577059,0,True,False,False,False
OM262540,negative,45204,False,54.528,59,55.9322033898305,44.0677966101695,89.9522166179984,0,True,False,False,False
OM065843,negative,48785,False,50.384,77,23.3766233766234,76.6233766233766,90.3105462744696,0,True,False,False,False
OM065842,negative,49712,False,50.943,76,78.9473684210526,21.0526315789474,90.6843418088188,0,True,False,False,False
OM065841,negative,51570,False,51.551,82,26.8292682926829,73.1707317073171,91.4892379290285,0,True,False,False,False
OM065840,negative,49851,False,50.868,76,22.3684210526316,77.6315789473684,85.6893542757417,0,True,False,False,False
OM065839,negative,50522,False,50.699,78,70.5128205128205,29.4871794871795,88.2981671351095,0,True,False,False,False
OM065838,negative,47277,False,50.786,70,32.8571428571429,67.1428571428571,86.5664064978742,0,True,False,False,False
OM065837,negative,51264,False,51.192,80,72.5,27.5,90.9176029962547,0,True,False,False,False
OK632026,negative,33037,False,35.182,42,78.5714285714286,21.4285714285714,93.5042528074583,0,True,False,False,False
OK632025,negative,42700,False,38.712,61,100.0,0.0,94.6088992974239,0,True,False,False,False
OL502173,positive,111256,False,40.014,162,70.9876543209877,29.0123456790123,87.6078593514058,29,True,False,False,False
ON721385,negative,34008,False,45.798,47,0.0,100.0,91.2932251235003,0,True,False,False,False
ON721384,negative,34204,False,45.539,48,2.08333333333333,97.9166666666667,91.1823178575605,0,True,False,False,False
