id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
MZ334503,negative,76008,0,56.424,4,116,92.53762761814545,34.48,65.52,False,True,False,False,False,True
MZ334502,negative,76008,0,56.43,4,116,92.53762761814545,34.48,65.52,False,True,False,False,False,True
MZ334501,negative,75181,0,56.711,3,118,91.4725795081204,32.2,67.8,False,True,False,False,False,True
MZ334500,negative,77578,0,56.216,4,126,92.24264611101086,31.75,68.25,False,True,False,False,False,True
MZ334499,negative,76812,0,56.39,4,126,92.08977763891059,30.95,69.05,False,True,False,False,False,True
MZ334498,negative,76259,0,56.325,4,123,92.09535923628687,30.89,69.11,False,True,False,False,False,True
MZ334497,negative,76361,0,56.353,4,123,91.99984285171749,30.89,69.11,False,True,False,False,False,True
MZ334496,negative,76759,0,56.653,5,125,92.29927435219322,31.2,68.8,False,True,False,False,False,True
MZ334495,negative,77739,0,56.542,4,129,91.93197751450366,30.23,69.77,False,True,False,False,False,True
MZ334494,negative,77739,0,56.542,4,129,91.93197751450366,30.23,69.77,False,True,False,False,False,True
MZ334493,negative,74754,0,57.047,4,127,91.84926559113894,31.5,68.5,False,True,False,False,False,True
MZ334492,negative,74355,0,57.037,4,126,91.78535404478515,30.95,69.05,False,True,False,False,False,True
OM055665,negative,5572,0,41.332,0,8,97.0208183776023,100.0,0.0,False,True,False,False,True,False
MW570730,negative,145577,0,32.291,3,213,95.94578813960996,75.59,24.41,False,True,False,False,False,True
OK040907,negative,168395,0,36.002,9,267,192.1096232073399,14.98,85.02,False,True,False,False,False,True
MT080103,negative,111345,0,39.137,0,168,87.74888858951905,32.74,67.26,False,True,False,False,False,True
JN116826,positive,48072,0,62.66,3,66,89.87352304876019,34.85,65.15,False,True,False,False,False,True
JF912400,negative,49116,0,50.092,0,45,76.81814480006514,24.44,75.56,False,True,False,False,False,True
MK796797,negative,36396,0,44.104,0,40,97.3870755028025,77.5,22.5,False,True,False,False,False,True
MZ326858,negative,42532,0,60.039,0,53,191.2254302642716,100.0,0.0,False,True,False,False,False,True
MZ326859,negative,61427,0,56.5,3,100,198.61949956859362,53.0,47.0,False,True,False,False,False,True
OM339528,negative,163826,0,35.316,9,282,188.67579016761687,83.33,16.67,False,True,False,False,False,True
OM033136,negative,121865,0,35.446,0,219,86.36277848438846,54.34,45.66,False,True,False,False,True,False
OM033135,negative,115393,0,35.99,1,195,87.49664191068783,46.67,53.33,False,True,False,False,True,False
OM033134,negative,115276,0,35.998,1,194,87.31999722405358,46.91,53.09,False,True,False,False,True,False
OM033133,negative,48663,0,49.448,2,88,91.59936707560159,62.5,37.5,False,True,False,False,True,False
OM475433,negative,32279,0,51.888,0,42,93.44155642987701,14.29,85.71,False,True,False,False,False,True
OM475434,negative,31347,0,51.903,0,43,93.46667942705841,83.72,16.28,False,True,False,False,False,True
OM475432,negative,48634,0,49.84,0,72,88.71982563638606,59.72,40.28,False,True,False,False,False,True
OM475431,negative,31622,0,52.106,0,45,92.67914742900513,88.89,11.11,False,True,False,False,False,True
OM475430,negative,49277,0,49.776,0,71,91.00594597885423,64.79,35.21,False,True,False,False,False,True
OM475429,negative,31564,0,51.384,0,45,93.0268660499303,82.22,17.78,False,True,False,False,False,True
OM475428,negative,49662,0,50.016,0,71,90.81390197736701,63.38,36.62,False,True,False,False,False,True
OM475427,negative,49197,0,50.007,0,72,90.57462853426021,65.28,34.72,False,True,False,False,False,True
OM475426,negative,31345,0,51.951,0,42,92.85691497846547,85.71,14.29,False,True,False,False,False,True
OL964948,negative,41655,0,39.287,0,51,95.19145360700996,100.0,0.0,False,True,False,False,False,True
OM287554,negative,40851,0,55.061,0,50,94.16905338914592,34.0,66.0,False,True,False,False,True,False
OM355495,negative,39496,0,49.711,0,49,87.53291472554181,2.04,97.96,False,True,False,False,False,True
OM456492,positive,240613,1,48.418,0,254,90.23203235070424,12.99,87.01,False,True,False,False,False,True
OL770276,positive,43324,0,49.481,0,62,187.1526174868433,72.58,27.42,False,True,False,False,True,False
HM035024,negative,50661,0,45.408,0,80,90.03375377509326,75.0,25.0,False,True,False,False,True,False
GU459069,negative,235229,1,37.196,16,437,92.98428340043107,17.16,82.84,False,True,False,False,False,True
GU477322,positive,41207,0,34.016,0,63,92.23432911883903,92.06,7.94,False,True,False,False,False,True
HM114315,negative,159801,0,39.672,16,257,96.90114580008886,15.95,84.05,False,True,False,False,False,True
GQ403789,negative,17036,0,67.95,0,37,197.06503874148862,100.0,0.0,False,True,False,False,True,False
FJ848881,positive,28144,0,34.967,0,52,90.80798749289369,51.92,48.08,False,True,False,False,False,True
OM319461,negative,287943,1,43.352,0,291,93.1871932986737,15.81,84.19,False,True,False,False,False,True
OK169616,positive,42345,0,50.058,0,62,186.1140630534892,32.26,67.74,False,True,False,False,True,False
MZ358387,negative,72458,0,44.64,5,86,95.08404869027575,77.91,22.09,False,True,False,False,False,True
OL800706,negative,49689,0,45.889,0,86,186.47990500915697,27.91,72.09,False,True,False,False,False,True
MZ602148,negative,166376,0,39.635,16,274,94.71678607491465,85.04,14.96,False,True,False,False,False,True
MZ602147,negative,141994,0,44.615,23,242,90.11084975421497,64.05,35.95,False,True,False,False,False,True
MZ602146,negative,42674,0,54.272,0,53,92.58564934151943,100.0,0.0,False,True,False,False,False,True
LC648442,positive,142192,0,30.579,2,203,88.39948801620345,25.12,74.88,False,True,False,False,True,False
LC647030,positive,136433,0,33.748,0,192,91.11945057280863,69.79,30.21,False,True,False,False,True,False
LC557520,positive,144081,0,29.576,0,205,86.02036354550565,31.22,68.78,False,True,False,False,False,True
CP091911,positive,28901,0,32.504,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OM291373,positive,41332,0,49.903,0,43,68.72157166360205,69.77,30.23,False,True,False,False,False,True
OL976437,negative,43437,0,54.065,0,48,88.9149803163202,100.0,0.0,False,True,False,False,False,True
OM022251,negative,38952,0,47.184,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OM339718,negative,228236,1,38.799,8,414,94.38256891988995,85.02,14.98,False,True,False,False,False,True
OM025231,positive,58828,0,54.426,0,74,99.77051744067451,67.57,32.43,False,True,False,False,False,True
OM304382,negative,36280,0,64.766,0,54,95.48235942668136,79.63,20.37,False,True,False,False,False,True
OM401812,negative,149506,0,37.652,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OM439675,positive,44199,0,34.648,0,70,94.71255005769362,91.43,8.57,False,True,False,False,False,True
OM439674,positive,43090,0,35.259,0,73,92.5481550243676,90.41,9.59,False,True,False,False,False,True
OM439673,positive,43800,0,35.091,0,75,94.81506849315069,89.33,10.67,False,True,False,False,False,True
OM439672,positive,43575,0,35.094,0,69,93.87263339070569,88.41,11.59,False,True,False,False,False,True
OM439671,positive,43499,0,34.07,0,70,94.30561622106255,91.43,8.57,False,True,False,False,False,True
OM439670,positive,43321,0,33.91,0,69,95.60721128321138,92.75,7.25,False,True,False,False,False,True
OM439669,positive,42788,0,35.351,0,66,93.285500607647,89.39,10.61,False,True,False,False,False,True
OM439668,positive,42961,0,34.257,0,62,94.4321594003864,90.32,9.68,False,True,False,False,False,True
OM439667,positive,45771,0,33.274,0,64,92.89506456052959,89.06,10.94,False,True,False,False,False,True
OM439666,positive,42397,0,34.08,0,67,94.5420666556596,89.55,10.45,False,True,False,False,False,True
OM439665,positive,45809,0,33.544,0,65,94.25222117924426,90.77,9.23,False,True,False,False,False,True
OM439664,positive,39968,0,34.112,0,68,93.24709767814251,89.71,10.29,False,True,False,False,False,True
OM439663,positive,43134,0,34.745,0,69,94.0673250799833,88.41,11.59,False,True,False,False,False,True
OM439662,positive,44016,0,34.063,0,67,95.45392584514721,89.55,10.45,False,True,False,False,False,True
OM373202,positive,46251,0,66.275,0,72,94.84335473827593,69.44,30.56,False,True,False,False,False,True
OL870612,positive,56144,0,39.935,1,92,87.59796238244513,83.7,16.3,False,True,False,False,False,True
OL870611,positive,150393,0,37.098,23,192,90.60727560458265,57.81,42.19,False,True,False,False,False,True
OM334891,negative,41332,0,41.06,0,46,93.17477983160747,67.39,32.61,False,True,False,False,True,False
OM140653,negative,32949,0,48.973,0,44,92.5248110716562,77.27,22.73,False,True,False,False,False,True
OM095401,negative,29180,0,49.575,0,39,93.60863605209047,79.49,20.51,False,True,False,False,False,True
OL944604,negative,48577,0,48.027,1,75,94.75677789900571,88.0,12.0,False,True,False,False,False,True
OM158235,negative,73045,0,49.776,0,98,93.52590868642618,74.49,25.51,False,True,False,False,False,True
OL964756,negative,235066,1,38.433,0,249,93.9757344745731,85.54,14.46,False,True,False,False,False,True
OL964755,negative,40808,0,55.239,0,54,92.3421878063125,83.33,16.67,False,True,False,False,False,True
OL964754,negative,61461,0,61.413,0,75,94.36227851808464,66.67,33.33,False,True,False,False,False,True
MZ375232,positive,45807,0,45.927,0,81,93.56211932674046,62.96,37.04,False,True,False,False,False,True
CP050061,positive,59331,0,35.368,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN871446,negative,296707,1,45.695,6,354,93.37865301459016,10.17,89.83,False,True,False,False,False,True
OL856139,negative,40678,0,49.378,0,52,94.19342150548208,100.0,0.0,False,True,False,False,False,True
OL825705,negative,86130,0,38.933,0,124,86.83385579937304,74.19,25.81,False,True,False,False,False,True
OL791267,negative,16080,0,64.789,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OL770365,negative,53372,0,51.13,0,73,92.64408303979614,100.0,0.0,False,True,False,False,False,True
OL762410,negative,36470,0,48.544,0,42,97.97093501508088,76.19,23.81,False,True,False,False,False,True
MZ326866,negative,44659,0,67.411,0,69,199.42004971002484,75.36,24.64,False,True,False,False,False,True
MZ326862,negative,95728,0,58.473,5,147,188.56447434397458,100.0,0.0,False,True,False,False,False,True
MZ326855,negative,56042,0,62.607,0,83,196.52403554477002,40.96,59.04,False,True,False,False,False,True
MZ326867,negative,45678,0,58.361,0,68,198.48285826875082,70.59,29.41,False,True,False,False,False,True
MZ326865,positive,41811,0,34.457,0,76,190.8253808806295,34.21,65.79,False,True,False,False,False,True
MZ326861,negative,74717,0,54.33,6,95,191.41293146138094,72.63,27.37,False,True,False,False,False,True
MZ326860,negative,63825,0,63.041,0,96,191.301214257736,98.96,1.04,False,True,False,False,False,True
MZ326856,negative,74962,0,54.612,5,89,189.26656172460713,69.66,30.34,False,True,False,False,False,True
MZ326854,negative,42593,0,59.928,0,56,193.3463245134177,100.0,0.0,False,True,False,False,False,True
MZ456352,negative,111792,0,38.047,0,166,88.11900672677831,56.02,43.98,False,True,False,False,False,True
EU861005,positive,45344,0,33.246,0,62,92.30107621736062,90.32,9.68,False,True,False,False,False,True
DQ674738,negative,33985,0,61.745,0,45,92.42018537590113,84.44,15.56,False,True,False,False,False,True
EU100884,negative,83319,0,57.759,0,116,96.57941165880531,34.48,65.52,False,True,False,False,False,True
EU100883,negative,84201,0,57.762,0,117,96.78626144582606,34.19,65.81,False,True,False,False,False,True
EF537008,negative,43249,0,46.48,0,41,93.7131494369812,58.54,41.46,False,True,False,False,False,True
EF372997,negative,46214,0,54.97,0,61,94.7440169645562,100.0,0.0,False,True,False,False,False,True
EF057797,negative,38197,0,56.952,0,71,108.7153441369741,63.38,36.62,False,True,False,False,False,True
DQ777876,negative,44520,0,51.903,0,58,91.28032345013477,51.72,48.28,False,True,False,False,False,True
LC680885,positive,267055,1,25.09,1,272,92.39707176424332,79.78,20.22,False,True,False,False,True,False
OK310514,negative,44776,0,54.686,0,77,107.4012864034304,63.64,36.36,False,True,False,False,False,True
OK310513,negative,44776,0,54.706,0,78,107.32311952831874,35.9,64.1,False,True,False,False,False,True
OK310512,negative,44776,0,54.701,0,77,107.31865284974094,66.23,33.77,False,True,False,False,False,True
MZ361826,negative,40770,0,36.914,0,69,99.78660779985283,98.55,1.45,False,True,False,False,False,True
MZ361825,positive,36798,0,36.673,0,66,97.6357410728844,95.45,4.55,False,True,False,False,False,True
OK181862,negative,54117,0,39.592,0,100,85.73645989245524,68.0,32.0,False,True,False,False,False,True
OK181861,negative,79534,0,40.232,0,110,90.58012925289813,54.55,45.45,False,True,False,False,False,True
OK181860,negative,53997,0,39.591,0,100,85.86958534733411,32.0,68.0,False,True,False,False,False,True
OK181858,negative,77392,0,40.155,0,108,90.639859416994,46.3,53.7,False,True,False,False,False,True
OL979479,negative,42251,0,52.124,0,40,86.34588530448983,27.5,72.5,False,True,False,False,False,True
OL979478,negative,40410,0,52.833,0,51,99.42835931700074,100.0,0.0,False,True,False,False,False,True
OL739525,negative,151825,0,39.069,0,187,37.66770953400297,46.52,53.48,False,True,False,False,False,True
OL699877,positive,59328,0,53.968,0,74,99.82301779935275,67.57,32.43,False,True,False,False,False,True
OL702938,negative,49534,0,51.141,0,77,90.96176363709775,22.08,77.92,False,True,False,False,True,False
OL743187,negative,44241,0,37.23,0,83,92.50695056621686,15.66,84.34,False,True,False,False,True,False
OL741057,positive,139409,0,31.001,1,219,188.49787316457332,28.31,71.69,False,True,False,False,True,False
OL865411,negative,49473,0,50.476,0,76,90.77072342489842,71.05,28.95,False,True,False,False,False,True
OK143508,positive,40923,0,49.825,0,64,91.34227695916721,29.69,70.31,False,True,False,False,False,True
OL770309,negative,171269,0,38.796,16,289,96.31865661620024,14.19,85.81,False,True,False,False,True,False
MW760841,negative,249194,1,51.362,13,279,94.49103911009094,87.81,12.19,False,True,False,False,True,False
MW349133,negative,100533,0,37.111,12,157,91.41973282404783,85.99,14.01,False,True,False,False,False,True
OK570186,negative,75899,0,54.067,0,130,95.78782329147947,33.08,66.92,False,True,False,False,True,False
OK570185,negative,45951,0,47.701,0,67,95.73893930491175,100.0,0.0,False,True,False,False,False,True
OK570184,negative,46202,0,50.214,0,59,95.62789489632483,100.0,0.0,False,True,False,False,False,True
OL763420,negative,164549,0,36.742,10,244,187.20381163057814,16.39,83.61,False,True,False,False,True,False
MW344767,negative,19481,0,53.236,0,27,87.50064165083928,40.74,59.26,False,True,False,False,True,False
MW344766,negative,16280,0,56.486,0,20,90.15356265356266,85.0,15.0,False,True,False,False,False,True
MW344764,negative,11758,0,58.386,0,18,93.3407042013948,77.78,22.22,False,True,False,False,True,False
MG550113,negative,9368,0,55.209,0,15,90.6596925704526,53.33,46.67,False,True,False,False,True,False
MG550111,negative,9296,0,55.669,0,13,87.90877796901894,61.54,38.46,False,True,False,False,True,False
MG550110,negative,9944,0,55.31,0,16,91.26106194690266,50.0,50.0,False,True,False,False,True,False
KY264020,negative,15010,0,54.63,0,24,91.31912058627582,54.17,45.83,False,True,False,False,True,False
KX344510,negative,11648,0,56.104,0,17,87.1565934065934,47.06,52.94,False,True,False,False,True,False
KF056323,negative,8176,0,53.694,0,8,92.94275929549902,87.5,12.5,False,True,False,False,True,False
JN882267,negative,9694,0,61.605,0,15,105.62203424798844,60.0,40.0,False,True,False,False,True,False
JN882266,negative,8549,0,62.674,0,10,113.10094747923733,80.0,20.0,False,True,False,False,True,False
JN882265,negative,8770,0,58.335,0,12,110.04561003420751,50.0,50.0,False,True,False,False,True,False
JN882264,negative,10656,0,63.701,0,15,102.44932432432432,53.33,46.67,False,True,False,False,True,False
GU321093,negative,8082,0,55.778,0,8,115.55308092056423,87.5,12.5,False,True,False,False,True,False
FJ685651,negative,7048,0,54.186,0,9,118.20374574347332,100.0,0.0,False,True,False,False,True,False
DQ114220,negative,30505,0,42.105,0,44,86.12030814620553,86.36,13.64,False,True,False,False,False,True
OL800606,positive,86124,0,38.719,22,131,90.79582926942548,74.05,25.95,False,True,False,False,False,True
OL800604,positive,110591,0,39.595,19,162,89.27489578717979,72.22,27.78,False,True,False,False,False,True
OL800605,positive,38505,0,50.425,0,47,91.85820023373587,0.0,100.0,False,True,False,False,False,True
OL800603,positive,39433,0,48.416,0,47,92.10052494103923,0.0,100.0,False,True,False,False,False,True
MZ634351,negative,51939,0,51.73,0,80,90.63131750707561,28.75,71.25,False,True,False,False,False,True
MZ634350,negative,51583,0,51.575,0,80,86.32495201907605,27.5,72.5,False,True,False,False,False,True
MZ634349,negative,170712,0,40.852,7,284,94.64361029101644,84.86,15.14,False,True,False,False,False,True
MZ634348,negative,51637,0,51.771,0,79,90.24923988612817,27.85,72.15,False,True,False,False,False,True
MZ634347,negative,170706,0,40.759,7,290,95.16478624067109,84.83,15.17,False,True,False,False,False,True
MZ634346,negative,50457,0,50.95,0,77,91.08746061002438,22.08,77.92,False,True,False,False,False,True
MZ634345,negative,49365,0,51.028,0,76,88.98207231844424,22.37,77.63,False,True,False,False,False,True
MZ634344,negative,109179,0,45.13,25,146,86.48824407624177,77.4,22.6,False,True,False,False,False,True
MZ634343,negative,44881,0,53.501,0,55,94.4297141329293,1.82,98.18,False,True,False,False,False,True
MZ634342,negative,44892,0,53.542,0,54,92.74258219727346,1.85,98.15,False,True,False,False,False,True
MZ634341,negative,157530,0,46.416,7,202,90.67606170253285,69.31,30.69,False,True,False,False,False,True
MZ634340,negative,44626,0,53.464,0,52,92.0046609599785,1.92,98.08,False,True,False,False,False,True
MZ634339,negative,44612,0,53.557,0,53,89.92871873038645,98.11,1.89,False,True,False,False,False,True
MZ634338,negative,44602,0,53.538,0,52,92.05416797453029,98.08,1.92,False,True,False,False,False,True
OL770310,negative,110539,0,39.885,29,161,86.603823085065,29.81,70.19,False,True,False,False,False,True
OK597184,positive,16494,0,39.602,0,3,56.23863222990179,100.0,0.0,False,True,False,False,False,True
AF083977,negative,36717,0,52.055,0,55,199.90739984203503,98.18,1.82,False,True,False,False,False,True
OL551674,negative,178477,0,44.985,2,291,96.32333577996044,46.74,53.26,False,True,False,False,True,False
OK288022,positive,114770,0,40.261,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OL840900,negative,163879,0,41.207,17,246,93.44272298464111,84.15,15.85,False,True,False,False,False,True
OL676770,negative,48938,0,40.741,0,70,88.93089214925007,71.43,28.57,False,True,False,False,False,True
MZ443773,negative,265846,1,49.516,0,335,95.83104504111402,55.52,44.48,False,True,False,False,True,False
OL799327,negative,86289,0,42.249,7,127,91.20513622825621,83.46,16.54,False,True,False,False,False,True
OL674249,negative,49674,0,50.161,0,80,91.56903007609614,76.25,23.75,False,True,False,False,False,True
MZ923504,negative,49966,0,71.671,0,74,190.73970299803867,6.76,93.24,False,True,False,False,True,False
OM135583,negative,165577,0,35.436,0,262,94.37361469286193,16.03,83.97,False,True,False,False,False,True
MZ995503,negative,38038,0,40.772,0,49,94.60276565539723,2.04,97.96,False,True,False,False,False,True
MZ436628,negative,39679,0,66.599,0,53,93.38945033897024,54.72,45.28,False,True,False,False,False,True
OL614104,negative,86193,0,49.065,0,123,196.32800807490167,85.37,14.63,False,True,False,False,True,False
OL310488,negative,167718,0,35.398,10,264,94.34109636413504,84.47,15.53,False,True,False,False,False,True
OL774570,negative,65284,0,52.901,0,81,93.74885117333497,67.9,32.1,False,True,False,False,True,False
OK665835,negative,108723,0,39.014,19,155,87.70729284512016,30.32,69.68,False,True,False,False,False,True
MZ995506,negative,38176,0,40.774,0,48,93.92288348700755,100.0,0.0,False,True,False,False,False,True
MZ995504,negative,44001,0,34.813,0,77,91.25928956160088,19.48,80.52,False,True,False,False,False,True
OL960029,negative,47760,0,62.634,0,24,54.685929648241206,54.17,45.83,False,True,False,False,True,False
OK254198,negative,172175,0,40.287,0,285,93.91084652243357,15.44,84.56,False,True,False,False,False,True
OK254197,negative,107506,0,38.996,0,157,83.71346715532157,70.06,29.94,False,True,False,False,False,True
OL989991,negative,173871,0,40.022,8,297,94.62475053344146,14.14,85.86,False,True,False,False,False,True
OL959999,negative,41777,0,48.11,0,46,91.71553725734256,67.39,32.61,False,True,False,False,False,True
OL955261,negative,150063,0,59.428,0,116,63.13948141780452,47.41,52.59,False,True,False,False,False,True
OL856099,negative,68721,0,46.14,0,13,25.031649714061206,61.54,38.46,False,True,False,False,True,False
OL674541,negative,63962,0,67.277,0,83,94.34351646289984,56.63,43.37,False,True,False,False,False,True
MZ516527,negative,39546,0,49.906,0,59,93.93111819147322,79.66,20.34,False,True,False,False,False,True
MZ318367,negative,46774,0,47.986,0,83,94.31521785607389,61.45,38.55,False,True,False,False,False,True
MZ892993,negative,53075,0,33.78,0,84,95.21431935939708,40.48,59.52,False,True,False,False,False,True
MZ892992,negative,53826,0,45.64,0,65,94.70516107457362,29.23,70.77,False,True,False,False,False,True
MZ892991,negative,54551,0,43.119,0,77,96.04773514692673,55.84,44.16,False,True,False,False,False,True
MZ892990,negative,54718,0,42.154,0,81,95.52432471947074,48.15,51.85,False,True,False,False,False,True
MZ892989,negative,52729,0,45.688,0,61,93.14229361451952,32.79,67.21,False,True,False,False,False,True
MZ892988,negative,54748,0,48.581,0,59,92.00884050558923,30.51,69.49,False,True,False,False,False,True
MZ892987,negative,54895,0,46.203,0,76,94.39657528008016,50.0,50.0,False,True,False,False,False,True
MW205203,negative,40280,0,53.339,0,57,94.25273088381331,28.07,71.93,False,True,False,False,False,True
OL505085,positive,56564,0,39.987,1,96,88.29997878509299,87.5,12.5,False,True,False,False,False,True
OL505084,positive,39766,0,34.874,0,60,89.36780163959162,63.33,36.67,False,True,False,False,False,True
MK075002,positive,43851,0,36.02,0,73,93.26811247177943,94.52,5.48,False,True,False,False,False,True
OL656110,negative,154840,0,48.831,2,195,92.54262464479463,33.85,66.15,False,True,False,False,False,True
DQ003638,positive,137619,0,35.929,16,199,96.67851096142248,79.9,20.1,False,True,False,False,False,True
DQ004855,positive,131384,0,36.039,18,174,89.15621384643487,75.86,24.14,False,True,False,False,False,True
AY375531,negative,173591,0,43.881,17,252,94.11144586988956,15.48,84.52,False,True,False,False,False,True
AF547987,negative,39043,0,47.468,2,66,105.5144328048562,60.61,39.39,False,True,False,False,True,False
BK000583,positive,41724,0,47.09,0,72,219.3437829546544,59.72,40.28,False,True,False,False,True,False
AF424782,positive,44970,0,33.347,0,49,79.96664442961975,91.84,8.16,False,True,False,False,False,True
AF189021,negative,39898,0,46.16,0,32,83.51546443430749,53.12,46.88,False,True,False,False,False,True
MZ666938,negative,42637,0,51.387,0,48,186.65478340408566,97.92,2.08,False,True,False,False,False,True
AY095314,negative,46012,0,49.52,0,67,92.9192384595323,65.67,34.33,False,True,False,False,True,False
OL840901,negative,61446,0,62.069,0,75,94.2241968557758,30.67,69.33,False,True,False,False,False,True
OL690335,positive,59779,0,32.871,0,93,90.64889007845565,89.25,10.75,False,True,False,False,True,False
OK539913,negative,89335,0,38.901,21,135,90.80091789332289,71.85,28.15,False,True,False,False,False,True
OL451225,negative,170656,0,40.425,2,293,95.12352334520907,14.33,85.67,False,True,False,False,False,True
OL691920,negative,39750,0,50.657,0,48,89.86415094339623,0.0,100.0,False,True,False,False,False,True
MZ666130,positive,41014,0,34.988,0,42,62.73711415614181,35.71,64.29,False,True,False,False,False,True
MW286254,positive,17987,0,29.427,0,20,94.60165675209873,55.0,45.0,False,True,False,False,False,True
MW217515,negative,50342,0,41.439,0,65,91.170394501609,64.62,35.38,False,True,False,False,False,True
MW201959,positive,40781,0,49.739,0,57,92.101714033496,31.58,68.42,False,True,False,False,False,True
MT630408,negative,164691,0,35.621,8,265,94.63844411655768,16.23,83.77,False,True,False,False,False,True
MT366943,negative,50476,0,46.8,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366942,negative,50476,0,46.798,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366941,negative,50476,0,46.798,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366940,negative,50480,0,46.791,0,91,92.54952456418384,71.43,28.57,False,True,False,False,False,True
MT366939,negative,50482,0,46.817,0,92,92.30814943940415,71.74,28.26,False,True,False,False,False,True
MT366938,negative,50476,0,46.795,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366937,negative,50476,0,46.791,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366936,negative,50476,0,46.796,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366935,negative,50476,0,46.796,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366934,negative,50476,0,46.8,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366933,negative,50476,0,46.798,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366932,negative,50476,0,46.802,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MT366931,negative,50476,0,46.798,0,91,92.62817972898011,71.43,28.57,False,True,False,False,False,True
MN812694,negative,98539,0,48.681,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812693,negative,40416,0,50.544,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812692,negative,43928,0,49.083,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812690,negative,44368,0,51.715,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812689,negative,41545,0,46.537,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812688,negative,53337,0,44.939,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812686,negative,38777,0,50.7,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MN812685,negative,73119,0,48.522,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MZ547449,negative,59377,0,64.493,2,89,92.76824359600518,50.56,49.44,False,True,False,False,False,True
OK490474,negative,40133,0,50.353,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490473,negative,35131,0,51.052,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490472,negative,39144,0,50.636,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490471,negative,40133,0,50.353,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490470,negative,35131,0,51.052,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490469,negative,39144,0,50.636,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490468,negative,40133,0,50.353,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490467,negative,35131,0,51.052,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490466,negative,39144,0,50.636,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490465,negative,40133,0,50.353,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490464,negative,35131,0,51.052,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490463,negative,39144,0,50.636,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490462,negative,40133,0,50.353,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490461,negative,35131,0,51.052,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490460,negative,39144,0,50.636,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490459,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490458,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490457,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490456,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490455,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490454,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490453,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490452,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490451,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490450,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490449,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490448,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
